@relation complete_nonan

@attribute dataset_id numeric
@attribute AutoCorrelation numeric
@attribute CardinalityAtFour numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtTwo numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute Dimensionality numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute 'weka.classifiers.bayes.BayesNet' numeric
@attribute 'weka.classifiers.bayes.NaiveBayes' numeric
@attribute 'weka.classifiers.bayes.NaiveBayesMultinomial' numeric
@attribute 'weka.classifiers.functions.Logistic' numeric
@attribute 'weka.classifiers.functions.MultilayerPerceptron' numeric
@attribute 'weka.classifiers.functions.SGD' numeric
@attribute 'weka.classifiers.functions.SMO' numeric
@attribute 'weka.classifiers.functions.SimpleLogistic' numeric
@attribute 'weka.classifiers.functions.VotedPerceptron' numeric
@attribute 'weka.classifiers.lazy.IBk' numeric
@attribute 'weka.classifiers.lazy.KStar' numeric
@attribute 'weka.classifiers.rules.DecisionTable' numeric
@attribute 'weka.classifiers.rules.JRip' numeric
@attribute 'weka.classifiers.rules.OneR' numeric
@attribute 'weka.classifiers.rules.PART' numeric
@attribute 'weka.classifiers.rules.ZeroR' numeric
@attribute 'weka.classifiers.trees.DecisionStump' numeric
@attribute 'weka.classifiers.trees.J48' numeric
@attribute 'weka.classifiers.trees.LMT' numeric
@attribute 'weka.classifiers.trees.REPTree' numeric
@attribute 'weka.classifiers.trees.RandomForest' numeric
@attribute 'weka.classifiers.trees.RandomTree' numeric

@data
15,0.631805,10000,1000,100,0.92696,0.055794,0.876874,0.92696,0.055794,0.876874,0.92696,0.055794,0.876874,0.924908,0.088698,0.810753,0.014306,0.92696,0.055794,0.876874,0.92696,0.055794,0.876874,0.92696,0.055794,0.876874,0.655222,458,2,10,12.657878,4.41774,2,3.560658,3.643857,2,9.888889,1.684115,3.135704,2,1.477489,2.751081,2,9,-0.798844,1.589413,2,0.592859,1.715078,0.344778,241,0.988308,0.040057,0.912545,1,2,10,699,16,16,9,1,0.1,0.02289,0.002289,0.9,0.1,-0.308352,2.83691,1.044992,2.326332,0.184621,3.207439,1.233137,2.855379,1.578507,3.491212,1.61832,3.052547,0.95278,0.055794,0.875655,0.95278,0.055794,0.875655,0.95278,0.055794,0.875655,0.95169,0.044349,0.901745,0.95169,0.044349,0.901745,0.95169,0.044349,0.901745,0,0.333333,0,0.975222,0.042918,0.904445,97.198068,96.328502,0,96.521739,95.845411,96.908213,96.811594,96.618357,89.371981,96.038647,95.555556,95.555556,95.169082,91.690821,95.072464,65.700483,91.690821,94.299517,96.618357,93.429952,96.521739,94.202899
16,0.995498,15808862273296,7928215784,3976036,0.693667,0.8045,0.106111,0.995769,0.064,0.928889,0.970599,0.053,0.941111,0.693667,0.8045,0.106111,0.0325,0.899894,0.2265,0.748333,0.897378,0.219,0.756667,0.895041,0.2165,0.759444,0.1,200,10,1994,0.580943,2.891171,10,0.418722,7.691305,10,1993.953125,-0.045655,0.053085,10,-0.004286,2.152663,10,1993,-0.944709,-1.819707,10,-0.339113,0.892344,0.1,200,0.995631,0.068,0.924444,0,10,65,2000,0,0,64,1,0,0,0,0.984615,0.015385,-0.14953,-0.298417,-0.104202,1.143848,-0.017346,0.004483,-0.020816,1.647651,0.071655,0.332461,0.059177,2.66148,0.69869,0.803,0.107778,0.801294,0.638,0.291111,0.873586,0.5035,0.440556,0.654064,0.818,0.091111,0.750256,0.732,0.186667,0.789627,0.6595,0.267222,0,0.213042,0,0.972275,0.05,0.944444,91.322034,92.949153,0,92.644068,95.59322,0,95.898305,95.118644,0,96.271186,93.423729,62.813559,80.135593,31.389831,83.79661,10,19.59322,81.389831,95.084746,77.457627,95.050847,68.644068
18,0.995498,61138386560,6113838656,3560768,0.76125,0.8015,0.109444,0.951213,0.2995,0.667222,0.822781,0.3295,0.633889,0.76125,0.8015,0.109444,0.0035,0.943343,0.3015,0.665,0.942512,0.3035,0.662778,0.942424,0.302,0.664444,0.1,200,10,1888,0.079494,6155.200435,10,1.008483,3757.634467,10,917.833333,-0.536237,1052.699732,10,0.531567,630.907083,10,3,-1.038356,0.4925,10,-0.062837,0.291316,0.1,200,0.951213,0.2995,0.667222,0,10,7,2000,0,0,6,1,0,0,0,0.857143,0.142857,-0.869249,0.65825,0.214771,0.571545,-0.635264,1.686534,0.624533,0.920872,-0.111491,1656.114273,0.767658,958.166127,0.76125,0.8015,0.109444,0.881187,0.6065,0.326111,0.930959,0.374,0.584444,0.761666,0.8005,0.110556,0.882958,0.614,0.317778,0.926243,0.413,0.541111,0,1001.520328,0,0.822781,0.3295,0.633889,69.084746,70.101695,67.152542,72.949153,74.440678,0,71.016949,73.661017,0,65.864407,69.389831,68.101695,70.610169,46.881356,71.355932,10,19.864407,71.491525,73.661017,71.389831,70.271186,65.389831
21,0.599305,256,64,16,0.721622,0.299769,0,0.970962,0.152199,0.646767,0.98591,0.10706,0.750314,0.721622,0.299769,0,0.004051,0.896382,0.221644,0.505609,0.896382,0.221644,0.505609,0.914333,0.203125,0.571755,0.700231,1210,4,0,0,0,4,0,0,3.571429,0,0,0,3.571429,0,0,3,0,0,0,3,0,0,0.037616,65,0.970962,0.152199,0.646767,0,4,7,1728,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.499699,0.299769,0,0.89211,0.229745,0.498068,0.933496,0.199074,0.570716,0.722766,0.299769,0,0.8449,0.259259,0.304558,0.88359,0.248264,0.394576,0.534522,0,0.534522,0.98591,0.10706,0.750314,85.614035,85.45809,0,93.216374,98.596491,0,92.787524,92.94347,0,91.578947,87.602339,89.278752,86.471735,70.565302,94.814815,70.565302,70.565302,90.916179,96.491228,87.953216,93.684211,83.391813
22,0.995498,15808862273296,7928215784,3976036,0.68062,0.806,0.104444,0.962926,0.269,0.701111,0.880395,0.215,0.761111,0.68062,0.806,0.104444,0.024,0.878663,0.3255,0.638333,0.877779,0.3195,0.645,0.874051,0.321,0.643333,0.1,200,10,1994,4.370101,508.902572,10,1.7946,124.192494,10,1993.659574,0.735396,88.636429,10,0.79083,40.125453,10,1987,-0.991412,0.078554,10,0.005492,0.066552,0.1,200,0.959027,0.2705,0.699444,0,10,48,2000,0,0,47,1,0,0,0,0.979167,0.020833,-0.461243,7.537383,0.379049,3.75799,0.444046,69.881897,0.741593,37.878378,1.869984,126.832657,1.254833,65.211345,0.681654,0.8055,0.105,0.800871,0.651,0.276667,0.859424,0.5385,0.401667,0.678348,0.811,0.098889,0.76775,0.7055,0.216111,0.824012,0.5785,0.357222,0,1.147333,0,0.885452,0.2065,0.770556,71.220339,72.610169,71.050847,78.949153,79.79661,0,82.949153,81.457627,0,78.576271,74.271186,50.881356,68.271186,27.322034,70.169492,10,19.423729,69.152542,81.457627,67.423729,76.711864,61.389831
23,0.996603,8160,2040,510,0.555295,0.57298,0,0.671518,0.496945,0.215926,0.633839,0.532247,0.170578,0.555295,0.57298,0,0.006789,0.581366,0.544467,0.094375,0.660653,0.496945,0.215394,0.659954,0.495587,0.223235,0.42702,629,4,34,1.529607,32.538357,4,1.099014,8.227245,3.125,24.5,0.292856,17.899864,3.125,0.677732,5.292897,2,15,-0.943894,3.261371,2,0.256449,2.358549,0.226069,333,0.679801,0.506449,0.233605,3,3,10,1473,0,0,2,8,0.3,0,0,0.2,0.8,-0.943894,3.261371,0.256449,2.358549,0.292856,17.899864,0.677732,5.292897,1.529607,32.538357,1.099014,8.227245,0.499392,0.57298,0,0.653783,0.526816,0.198293,0.671524,0.496266,0.230702,0.606323,0.551256,0.154121,0.621136,0.549898,0.165373,0.662238,0.506449,0.227642,0.991031,13.435029,0.991031,0.581065,0.551256,0.148909,51.029748,51.578947,0,52.402746,50.297483,0,49.748284,52.631579,0,44.118993,49.565217,52.036613,50.297483,45.308924,50.938215,42.791762,42.791762,52.265446,54.187643,51.350114,51.304348,47.643021
24,0.726333,9720,1080,120,0.889494,0.113245,0.774576,0.99142,0.014771,0.970388,0.993492,0.012186,0.975575,0.889494,0.113245,0.774576,0.002831,0.987488,0.014771,0.970388,1,0,1,1,0,1,0.517971,4208,12,0,0,0,12,0,0,5.130435,0,0,0,5.130435,0,0,1,0,0,0,1,0,0,0.482029,3916,0.997623,0.048991,0.901597,5,2,23,8124,2480,2480,0,23,0.217391,0.305268,0.013273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.987488,0.014771,0.970388,0.999126,0.005908,0.988163,0.999956,0.002954,0.994084,0.816817,0.22452,0.547525,0.979438,0.046406,0.906979,0.990001,0.039266,0.921181,3.180971,0,3.180971,1,0,1,95.809367,95.439606,0,100,100,100,100,99.991783,99.901397,100,100,100,100,98.471652,100,51.807724,88.677075,100,99.991783,100,100,99.975349
25,0.544959,96303816,1783404,28308,0.801788,0.184783,0.612871,0.801788,0.184783,0.612871,0.801788,0.184783,0.612871,0.803436,0.184783,0.612871,0.076087,0.83738,0.160326,0.65223,0.83738,0.160326,0.65223,0.83738,0.160326,0.65223,0.630435,232,337,84,2.649195,70.75731,337,1.58053,28.089867,22.333333,48.571429,0.894771,31.107422,22.333333,0.705459,12.710387,2,24,-0.931788,2.94812,2,-0.462969,0.711684,0.369565,136,0.868408,0.19837,0.578776,5,2,28,368,361,1927,7,21,0.178571,0.980978,0.187015,0.25,0.75,-0.929146,4.962319,0.018636,1.927064,0.844197,30.521886,0.964515,10.865663,2.027071,45.656798,1.39429,27.70488,0.5,0.369565,0,0.5,0.369565,0,0.5,0.369565,0,0.798886,0.206522,0.545738,0.798886,0.206522,0.545738,0.798886,0.206522,0.545738,73.266181,18.644545,73.266181,0.79304,0.19837,0.574937,80.560748,77.757009,0,85.046729,83.925234,81.495327,81.869159,84.859813,64.859813,80,70.280374,77.009346,84.11215,42.429907,83.925234,63.551402,79.439252,82.616822,85.981308,64.299065,87.850467,74.579439
26,0.23937,400,100,25,0.828395,0.3375,0.495851,0.981501,0.097531,0.855537,0.996244,0.037269,0.945144,0.828395,0.3375,0.495851,0.000694,0.972937,0.100463,0.851282,0.973559,0.09838,0.854358,0.976899,0.09267,0.862777,0.333333,4320,5,0,0,0,5,0,0,3.555556,0,0,0,3.555556,0,0,2,0,0,0,2,0,0,0.000154,2,0.981501,0.097531,0.855537,1,5,9,12960,0,0,0,9,0.111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.859045,0.290278,0.570057,0.943416,0.168364,0.750629,0.969775,0.10787,0.840319,0.651861,0.511728,0.244428,0.808788,0.390509,0.422566,0.929474,0.230864,0.658366,1.013794,0,1.013794,0.996244,0.037269,0.945144,90.517641,90.50734,0,92.480041,99.412825,0,93.026011,92.433685,0,97.543137,96.384239,94.164306,96.4718,70.867886,98.562967,33.350502,66.263199,96.167911,98.413598,95.225341,98.315735,92.804533
27,0.544959,10777536,244944,4536,0.801946,0.179348,0.620879,0.801946,0.179348,0.620879,0.801946,0.179348,0.620879,0.803436,0.184783,0.612871,0.0625,0.84375,0.144022,0.680723,0.84375,0.144022,0.680723,0.84375,0.144022,0.680723,0.630435,232,6,84,2.649195,70.75731,6,1.58053,28.089867,3.5625,48.571429,0.894771,31.107422,3.5625,0.705459,12.710387,2,24,-0.931788,2.94812,2,-0.462969,0.711684,0.369565,136,0.843338,0.220109,0.538176,3,2,23,368,361,1927,7,16,0.130435,0.980978,0.22767,0.304348,0.695652,-0.929146,4.962319,0.018636,1.927064,0.844197,30.521886,0.964515,10.865663,2.027071,45.656798,1.39429,27.70488,0.841373,0.168478,0.637335,0.841373,0.168478,0.637335,0.841373,0.168478,0.637335,0.812969,0.247283,0.474912,0.812969,0.247283,0.474912,0.812969,0.247283,0.474912,1.152895,18.644545,1.152895,0.778287,0.206522,0.549949,78.317757,75.88785,0,77.757009,79.439252,78.691589,81.308411,81.121495,61.308411,78.317757,72.523364,82.616822,81.869159,79.439252,83.551402,63.551402,79.439252,83.925234,81.869159,82.616822,84.299065,76.635514
28,0.092543,83521,4913,289,0.685479,0.801779,0.108955,0.987861,0.085765,0.904705,0.990729,0.016904,0.981217,0.685479,0.801779,0.108955,0.011566,0.952995,0.119751,0.86694,0.950637,0.119751,0.866939,0.948723,0.122064,0.864369,0.101779,572,10,17,2807.498576,11.98968,10,52.995278,6.518238,10,14.28125,168.553869,4.911243,10,5.451186,3.686292,10,1,-1.64652,0,10,-1.302992,0,0.098577,554,0.984088,0.090569,0.899368,0,10,65,5620,0,0,64,1,0,0,0,0.984615,0.015385,-1.372991,0.261032,-0.329927,0.967117,0.077216,4.565569,0.559945,4.301747,20.296405,9.049155,4.066612,5.866372,0.685479,0.801779,0.108955,0.797973,0.645552,0.282782,0.885155,0.431495,0.520875,0.690197,0.815836,0.092555,0.794679,0.685231,0.238702,0.863946,0.488078,0.457582,0,5.128411,0,0.990616,0.016904,0.981217,91.794258,90.801435,90.657895,93.241627,98.038278,0,98.19378,96.901914,0,98.433014,97.57177,59.892344,89.772727,26.375598,91.961722,10.167464,19.772727,89.629187,97.165072,88.074163,97.858852,86.638756
29,0.978229,3061428000,18008400,83760,0.877612,0.143478,0.710175,0.877612,0.143478,0.710175,0.877612,0.143478,0.710175,0.859038,0.144928,0.711618,0.023188,0.892857,0.16087,0.673994,0.892857,0.16087,0.673994,0.892857,0.16087,0.673994,0.555072,383,14,349,214.669972,1017.385507,14,13.140655,5210.102598,4.2,188.166667,49.931704,207.05843,4.2,4.423867,901.509141,2,23,1.119236,2.223406,2,1.145892,3.346513,0.444928,307,0.894012,0.215942,0.549265,5,2,16,690,37,67,6,10,0.3125,0.053623,0.006069,0.375,0.625,1.985325,2.355851,1.403083,4.483833,15.348781,18.163448,2.807662,8.468013,91.789567,392.357455,7.149554,1432.880726,0.885777,0.144928,0.710515,0.885777,0.144928,0.710515,0.885777,0.144928,0.710515,0.767221,0.249275,0.49105,0.767221,0.249275,0.49105,0.767221,0.249275,0.49105,4.049691,109.579956,4.049691,0.818419,0.178261,0.638282,86.960784,76.568627,0,84.215686,81.666667,84.705882,84.901961,84.411765,63.137255,79.509804,78.72549,84.117647,85.196078,85.686275,83.137255,55.392157,85.686275,85.490196,84.607843,85.196078,85.196078,76.078431
30,0.873355,3871145871990,3621277710,2595898,0.747085,0.068701,0.579507,0.961206,0.062306,0.674331,0.863562,0.045496,0.750421,0.747085,0.068701,0.579507,0.00201,0.899511,0.035812,0.800953,0.898279,0.035629,0.800904,0.908935,0.033802,0.814757,0.89768,4913,5,1718,4816.887815,1198.405628,5,67.425406,4849.37695,5,909.2,652.829669,253.327586,5,14.711452,840.233619,5,104,0.691928,0.368642,5,-0.834717,0.170661,0.005116,28,0.94893,0.086607,0.592812,0,5,11,5473,0,0,10,1,0,0,0,0.909091,0.090909,3.990658,4.860722,1.985557,14.264862,123.988234,51.661111,8.931144,91.900389,528.481233,459.725105,19.735328,1423.125887,0.747085,0.068701,0.579507,0.823953,0.054815,0.691844,0.902175,0.045496,0.756715,0.747085,0.068701,0.579507,0.819401,0.05719,0.679362,0.892716,0.050978,0.735053,0,508.74438,0,0.87077,0.044217,0.758466,93.488372,89.498164,91.578947,96.523868,96.119951,0,92.741738,96.548348,0,96.009792,96.915545,96.095471,97.246022,94.051408,96.952264,90.085679,93.402693,97.013464,96.903305,96.805386,97.4541,96.132191
31,0.56957,16108290,1610829,48813,0.720829,0.273,0.305697,0.720829,0.273,0.305697,0.720829,0.273,0.305697,0.664762,0.3,0,0.021,0.661748,0.279,0.244312,0.661748,0.279,0.244312,0.661748,0.279,0.244312,0.7,700,10,921,4.29259,3271.258,10,1.949628,2822.736876,4,145.857143,0.924278,476.583857,4,0.920379,407.047619,2,2,-1.381449,1.155,2,-0.531348,0.362086,0.3,300,0.786048,0.248,0.37247,3,2,21,1000,0,0,7,14,0.142857,0,0,0.333333,0.666667,-1.210473,1.407,-0.27257,0.577654,0.919781,2.973,1.094184,1.118715,1.649274,35.546,1.909445,12.058814,0.700293,0.269,0.222543,0.700293,0.269,0.222543,0.700293,0.269,0.222543,0.658024,0.298,0.278101,0.658024,0.298,0.278101,0.658024,0.298,0.278101,2.038099,342.362103,2.038099,0.649048,0.286,0.304475,74.765101,74.42953,0,74.966443,71.744966,74.42953,75.436242,74.697987,70.134228,70.469799,68.926174,72.013423,71.812081,67.181208,71.342282,70.134228,70.134228,72.214765,74.697987,71.610738,75.503356,66.711409
32,0.102902,104060401,1030301,10201,0.717337,0.795852,0.111762,0.977857,0.160571,0.821562,0.994641,0.009643,0.989283,0.717337,0.795852,0.111762,0.001547,0.984112,0.055495,0.938328,0.98361,0.053402,0.940653,0.983306,0.052129,0.942068,0.104076,1144,10,101,3.050747,85.120269,10,0.948265,41.7604,10,100.5,-0.501043,50.711046,10,-0.039196,29.774238,10,96,-1.685793,28.845342,10,-1.491183,16.218571,0.095979,1055,0.979688,0.142558,0.841573,0,10,17,10992,0,0,16,1,0,0,0,0.941176,0.058824,-1.19726,35.906364,-0.42509,26.50641,-0.783902,48.52893,0.086459,30.241492,-0.260617,59.604417,0.447357,34.227219,0.717337,0.795852,0.111762,0.849829,0.620997,0.307821,0.922047,0.391739,0.564658,0.713708,0.795761,0.111863,0.833846,0.638464,0.28764,0.910012,0.408024,0.546416,0,1.414214,0,0.9956,0.007915,0.991204,87.757465,85.971968,81.035954,95.447898,94.308349,0,97.89153,95.466179,0,99.219988,99.024985,75.630713,95.868373,38.647166,96.569165,10.390006,20.371725,95.996344,98.287629,94.771481,98.884826,94.996953
35,0.421918,5760,1440,360,0.982738,0.065574,0.917895,0.982738,0.065574,0.917895,0.982738,0.065574,0.917895,0.786872,0.497268,0.339717,0.095628,0.969618,0.065574,0.917568,0.969618,0.065574,0.917568,0.969618,0.065574,0.917568,0.306011,112,6,60,-0.707909,36.296089,6,0.073352,15.324557,3.970588,60,-0.707909,36.296089,3.970588,0.073352,15.324557,2,60,-0.707909,36.296089,2,0.073352,15.324557,0.054645,20,0.998014,0.035519,0.955509,1,6,35,366,8,8,1,34,0.028571,0.021858,0.000625,0.028571,0.971429,-0.707909,36.296089,0.073352,15.324557,-0.707909,36.296089,0.073352,15.324557,-0.707909,36.296089,0.073352,15.324557,0.975215,0.101093,0.871715,0.975215,0.101093,0.871715,0.975215,0.101093,0.871715,0.948439,0.101093,0.873556,0.948439,0.101093,0.873556,0.948439,0.101093,0.873556,0.521379,0,0.521379,0.960868,0.068306,0.914689,97.029703,96.237624,0,97.821782,96.237624,0,96.831683,96.237624,0,93.663366,93.267327,85.742574,88.514851,51.485149,94.653465,31.683168,51.485149,93.861386,96.435644,90.693069,97.029703,89.108911
36,0.148116,5474014026840,4638994938,3649878,0.774948,0.715584,0.165152,0.972729,0.164935,0.807576,0.970696,0.049784,0.941919,0.774948,0.715584,0.165152,0.008658,0.982446,0.056277,0.934343,0.982446,0.056277,0.934343,0.98187,0.05671,0.933838,0.142857,330,7,1922,339.221094,124.913853,7,16.900935,72.956532,7,670,38.517191,24.633144,7,3.320959,25.314714,7,1,-1.215871,-12.69086,7,-0.885361,0,0.142857,330,0.970755,0.197403,0.769697,0,7,20,2310,0,0,19,1,0,0,0,0.95,0.05,0.094972,0.014334,0.691097,1.545336,0.688741,8.243692,1.302781,19.571819,34.340119,37.051595,5.366955,43.527458,0.774619,0.715584,0.165152,0.888407,0.435498,0.491919,0.953295,0.190909,0.777273,0.77423,0.714286,0.166667,0.883055,0.440693,0.485859,0.928985,0.301299,0.648485,0,581.79712,0,0.97259,0.048485,0.943434,91.720117,80.204082,0,95.218659,96.38484,0,92.099125,94.548105,0,96.705539,96.822157,86.093294,94.693878,63.061224,95.830904,14.285714,28.571429,96.559767,96.472303,94.83965,97.900875,95.364431
37,0.550196,3243351936,23848176,128216,0.718664,0.269531,0.381647,0.718664,0.269531,0.381647,0.718664,0.269531,0.381647,0.711119,0.272135,0.391059,0.011719,0.707437,0.276042,0.381774,0.707437,0.276042,0.381774,0.707437,0.276042,0.381774,0.651042,500,2,517,7.21426,120.894531,2,2.272251,115.244002,2,156.75,2.775362,44.985791,2,0.529246,25.733743,2,17,-0.520072,0.471876,2,-1.843608,0.331329,0.348958,268,0.808269,0.240885,0.458124,1,2,9,768,0,0,8,1,0.111111,0,0,0.888889,0.111111,0.27961,8.017904,-0.294393,4.498224,1.966801,32.616732,0.537714,13.856225,5.491254,77.125977,1.722332,28.818415,0.762914,0.282552,0.351775,0.762914,0.282552,0.351775,0.762914,0.282552,0.351775,0.664448,0.307292,0.327196,0.664448,0.307292,0.327196,0.664448,0.307292,0.327196,0,166.099583,0,0.643403,0.309896,0.296032,76.140351,74.649123,58.947368,77.017544,74.385965,76.929825,76.666667,77.105263,65.877193,70.789474,69.824561,75.350877,75.701754,72.45614,74.298246,65.350877,73.245614,74.122807,77.105263,74.649123,76.491228,67.894737
38,0.886502,2363021388,16185078,69167,0.932213,0.034464,0.742017,0.934017,0.040827,0.606727,0.867693,0.038706,0.650644,0.932213,0.034464,0.742017,0.007953,0.928415,0.018558,0.837945,0.928415,0.018558,0.837945,0.92883,0.018293,0.843128,0.938759,3541,5,287,238.181462,110.469649,5,13.882653,35.604248,2.086957,152.857143,51.413135,46.43669,2.086957,3.569192,19.053878,1,0,4.073471,0.995,1,1.232674,0.195457,0.061241,231,0.921867,0.074231,0.519631,21,2,30,3772,3772,6064,7,23,0.7,1,0.053588,0.233333,0.766667,5.982197,1.758875,1.258947,0.66944,8.871304,28.411323,1.538153,22.303214,90.942488,108.856921,4.937524,33.718335,0.812337,0.049841,0.490198,0.92974,0.029958,0.757602,0.934157,0.020414,0.820646,0.599975,0.061241,0,0.76063,0.061241,0,0.836032,0.058855,0.097259,0.668312,105.178307,0.668312,0.789559,0.041092,0.615379,97.183348,92.612932,0,96.687334,96.59876,96.138175,93.976971,96.59876,93.658105,95.394154,95.74845,97.466785,97.998229,96.173605,98.458813,93.976971,96.457042,98.937112,98.795394,98.759965,98.210806,97.325066
39,0.979104,31026996,492492,6396,0.892164,0.205357,0.71111,0.892164,0.205357,0.71111,0.892164,0.205357,0.71111,0.776887,0.354167,0.448527,0.02381,0.88597,0.193452,0.729502,0.88597,0.193452,0.729502,0.88597,0.193452,0.729502,0.425595,143,8,82,336,0.501488,8,18.330303,0.215751,8,51.857143,51.976031,0.499566,8,3.605501,0.143729,8,2,-1.044754,0.495476,8,-0.165956,0.027277,0.005952,2,0.962896,0.169643,0.764772,0,8,8,336,0,0,7,1,0,0,0,0.875,0.125,-0.938214,0.499732,0.062867,0.088495,0.259415,0.50003,0.41422,0.148157,29.079409,0.500179,5.559348,0.209411,0.903507,0.241071,0.66094,0.903507,0.241071,0.66094,0.903507,0.241071,0.66094,0.841387,0.252976,0.655235,0.841387,0.252976,0.655235,0.841387,0.252976,0.655235,0,35.049625,0,0.884132,0.181548,0.748845,80.212766,83.829787,43.617021,83.829787,81.914894,0,85.957447,85.106383,0,80,79.787234,77.446809,81.276596,65.744681,81.489362,43.617021,66.595745,80,85.106383,79.574468,83.404255,76.595745
