@relation complete_nonan

@attribute dataset_id numeric
@attribute AutoCorrelation numeric
@attribute CardinalityAtFour numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtTwo numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute Dimensionality numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute 'weka.classifiers.bayes.BayesNet' numeric
@attribute 'weka.classifiers.bayes.NaiveBayes' numeric
@attribute 'weka.classifiers.bayes.NaiveBayesMultinomial' numeric
@attribute 'weka.classifiers.functions.Logistic' numeric
@attribute 'weka.classifiers.functions.MultilayerPerceptron' numeric
@attribute 'weka.classifiers.functions.SGD' numeric
@attribute 'weka.classifiers.functions.SMO' numeric
@attribute 'weka.classifiers.functions.SimpleLogistic' numeric
@attribute 'weka.classifiers.functions.VotedPerceptron' numeric
@attribute 'weka.classifiers.lazy.IBk' numeric
@attribute 'weka.classifiers.lazy.KStar' numeric
@attribute 'weka.classifiers.rules.DecisionTable' numeric
@attribute 'weka.classifiers.rules.JRip' numeric
@attribute 'weka.classifiers.rules.OneR' numeric
@attribute 'weka.classifiers.rules.PART' numeric
@attribute 'weka.classifiers.rules.ZeroR' numeric
@attribute 'weka.classifiers.trees.DecisionStump' numeric
@attribute 'weka.classifiers.trees.J48' numeric
@attribute 'weka.classifiers.trees.LMT' numeric
@attribute 'weka.classifiers.trees.REPTree' numeric
@attribute 'weka.classifiers.trees.RandomForest' numeric
@attribute 'weka.classifiers.trees.RandomTree' numeric

@data
992,0.606383,1444950,111150,8550,1,0.010526,0.973836,1,0.010526,0.973836,1,0.010526,0.973836,1,0,1,0.105263,1,0.010526,0.973836,1,0.010526,0.973836,1,0.010526,0.973836,0.715789,68,95,90,-0.560225,75.865495,95,0.28896,18.762026,16.857143,38.666667,-1.133144,27.334509,16.857143,-0.076235,7.107868,2,13,-1.49053,2.967743,2,-0.663832,1.244373,0.284211,27,0.997821,0.031579,0.919696,2,2,10,95,6,9,3,7,0.2,0.063158,0.009474,0.3,0.7,-1.49053,2.967743,-0.663832,1.244373,-1.348677,3.17029,0.146167,1.317205,-0.560225,75.865495,0.28896,18.762026,0.490741,0.284211,0,0.490741,0.284211,0,0.490741,0.284211,0,0.852941,0.126316,0.66725,0.852941,0.126316,0.66725,0.852941,0.126316,0.66725,34.503278,44.455971,34.503278,0.79793,0.136842,0.626097,100,99.230769,0,98.461538,100,100,100,100,73.076923,91.538462,82.307692,97.692308,96.153846,73.076923,100,73.076923,100,97.692308,100,73.076923,95.384615,77.692308
994,0.618935,1064334128,8124688,60632,0.905631,0.074468,0.806792,0.905631,0.074468,0.806792,0.905631,0.074468,0.806792,0.792135,0.267139,0.277928,0.022459,0.945743,0.054374,0.858717,0.945743,0.054374,0.858717,0.945743,0.054374,0.858717,0.742317,628,2,424,58.375455,439.911348,2,6.778394,176.692614,2,79.444444,5.153141,117.634949,2,1.041578,22.770839,2,13,-0.978471,6.377069,2,-0.226341,2.592138,0.257683,218,0.856513,0.205674,0.438855,1,2,19,846,0,0,18,1,0.052632,0,0,0.947368,0.052632,-0.780932,35.84604,0.254405,6.168387,-0.441655,87.88357,0.498243,8.061363,0.164161,178.183806,0.789303,31.68275,0.953193,0.061466,0.841703,0.953193,0.061466,0.841703,0.953193,0.061466,0.841703,0.938906,0.048463,0.873887,0.938906,0.048463,0.873887,0.938906,0.048463,0.873887,0,96.377458,0,0.916482,0.066194,0.828004,87.410359,80.318725,68.207171,97.131474,98.247012,95.219124,92.111554,96.414343,74.501992,95.139442,97.450199,90.756972,95.776892,80.557769,95.61753,74.501992,72.908367,95.458167,97.211155,93.784861,98.007968,95.298805
995,0.9995,15808862273296,7928215784,3976036,0.938861,0.022,0.876126,0.992809,0.02,0.894068,0.973333,0.008,0.955157,0.938861,0.022,0.876126,0.024,0.937776,0.018,0.896789,0.937776,0.018,0.896789,0.937776,0.018,0.896789,0.9,1800,2,1994,4.370098,508.902572,2,1.794599,124.192494,2,1978.021277,0.735396,88.636429,2,0.79083,40.125453,2,1885,-0.991412,0.078554,2,0.005492,0.066552,0.1,200,0.977359,0.0725,0.685875,1,2,48,2000,0,0,47,1,0.020833,0,0,0.979167,0.020833,-0.461243,7.537383,0.379049,3.75799,0.444046,69.881897,0.741593,37.878378,1.869984,126.832657,1.254833,65.211345,0.938681,0.0225,0.873596,0.940935,0.018,0.896313,0.968171,0.016,0.910714,0.833244,0.1,0,0.919681,0.0855,0.36194,0.954825,0.0205,0.883257,0,29.703235,0,0.983628,0.0055,0.969376,93.210702,92.77592,95.551839,98.595318,99.464883,99.331104,99.331104,99.230769,98.896321,99.498328,98.662207,97.926421,98.26087,97.725753,98.528428,90.133779,97.826087,98.294314,99.230769,98.394649,98.929766,97.35786
996,0.99061,480724244,3614468,25454,0.642449,0.32243,0.204332,0.642449,0.32243,0.204332,0.642449,0.32243,0.204332,0.650553,0.331776,0.164522,0.046729,0.739941,0.280374,0.380548,0.739941,0.280374,0.380548,0.739941,0.280374,0.380548,0.64486,138,2,178,54.689699,72.650935,2,6.551648,1.442408,2,104.333333,9.908544,11.265852,2,1.652594,0.689541,2,32,-0.410319,0.057009,2,-1.152559,0.003037,0.35514,76,0.699196,0.401869,0.276572,1,2,10,214,0,0,9,1,0.1,0,0,0.9,0.1,2.361292,0.336051,-0.138133,0.297329,3.052232,1.518365,1.625431,0.652192,9.611531,11.182407,2.731739,1.119879,0.687071,0.336449,0.294635,0.687071,0.336449,0.294635,0.687071,0.336449,0.294635,0.770309,0.200935,0.55204,0.770309,0.200935,0.55204,0.770309,0.200935,0.55204,0,51.456292,0,0.750572,0.214953,0.516408,67.868852,59.344262,63.606557,66.229508,66.885246,60.655738,61.311475,60,65.57377,77.704918,81.967213,68.196721,72.459016,72.131148,68.852459,65.57377,68.196721,69.180328,68.196721,71.147541,82.622951,70.819672
997,0.775641,625,125,25,0.854903,0.1488,0.699726,0.854903,0.1488,0.699726,0.854903,0.1488,0.699726,0.640223,0.368,0.277326,0.008,0.854903,0.1488,0.699726,0.854903,0.1488,0.699726,0.854903,0.1488,0.699726,0.5392,337,2,5,-1.300798,3,2,0,1.415346,2,5,-1.300798,3,2,0,1.415346,2,5,-1.300798,3,2,0,1.415346,0.4608,288,0.982155,0.0768,0.84498,1,2,5,625,0,0,4,1,0.2,0,0,0.8,0.2,-1.300798,3,0,1.415346,-1.300798,3,0,1.415346,-1.300798,3,0,1.415346,0.802305,0.2368,0.529645,0.802305,0.2368,0.529645,0.802305,0.2368,0.529645,0.883835,0.1152,0.768058,0.883835,0.1152,0.768058,0.883835,0.1152,0.768058,0,0,0,0.965118,0.104,0.791608,79.891892,94.162162,94.27027,94.702703,96.432432,94.810811,92.756757,94.810811,92.864865,88.972973,90.702703,81.405405,83.675676,64.432432,86.810811,54.054054,62.594595,84.756757,94.810811,81.081081,87.675676,85.72973
998,0.517857,10010112,178752,3192,0.492424,0.421053,0,0.492424,0.421053,0,0.492424,0.421053,0,0.522727,0.438596,0.004193,0.210526,0.646465,0.350877,0.227642,0.646465,0.350877,0.227642,0.646465,0.350877,0.227642,0.578947,33,57,56,14.352345,2315386.25,57,3.574699,3137984.791869,11.625,55.75,3.901528,607880.176535,11.625,1.282832,788385.217272,2,55,-0.162596,16569.947368,2,0.077215,2094.432197,0.421053,24,0.613902,0.385965,0.217228,2,2,12,57,1,1,4,8,0.166667,0.017544,0.001462,0.333333,0.666667,0.02967,23508.364035,0.20142,2920.391772,0.708181,49782.254386,0.739707,6730.822511,10.966733,1750349.911184,2.907369,2355504.437533,0.492424,0.421053,0,0.492424,0.421053,0,0.492424,0.421053,0,0.551136,0.438596,0.051896,0.551136,0.438596,0.051896,0.551136,0.438596,0.051896,18.585228,0.5,18.585228,0.451389,0.508772,-0.061657,61.428571,61.428571,0,51.428571,64.285714,62.857143,62.857143,57.142857,42.857143,61.428571,55.714286,74.285714,57.142857,57.142857,55.714286,57.142857,52.857143,52.857143,55.714286,57.142857,57.142857,57.142857
1000,0.859454,2363021388,16185078,69167,0.983953,0.020944,0.868449,0.889191,0.050636,0.535382,0.76934,0.077413,0.488552,0.983953,0.020944,0.868449,0.007953,0.988124,0.005567,0.960591,0.988124,0.005567,0.960591,0.988171,0.005037,0.964457,0.922853,3481,5,287,238.181462,110.469649,5,13.882653,35.604248,2.086957,152.857143,51.413135,46.43669,2.086957,3.569192,19.053878,1,0,4.073471,0.995,1,1.232674,0.195457,0.077147,291,0.912811,0.050106,0.547691,21,2,30,3772,3772,6064,7,23,0.7,1,0.053588,0.233333,0.766667,5.982197,1.758875,1.258947,0.66944,8.871304,28.411323,1.538153,22.303214,90.942488,108.856921,4.937524,33.718335,0.983588,0.020944,0.868449,0.990881,0.009014,0.937871,0.991345,0.008218,0.943614,0.871873,0.049046,0.584193,0.889403,0.049311,0.582739,0.987058,0.009544,0.934216,0.668312,105.178307,0.668312,0.664985,0.085101,0.347929,97.89194,95.039858,0,97.697077,94.774136,94.774136,93.339238,97.44907,94.596988,91.709477,95.394154,99.627989,99.486271,97.41364,99.574845,92.38264,97.750221,99.55713,99.379982,99.468556,99.433127,96.793623
1002,0.811064,3868309721088,7721177088,7360512,0.801962,0.105678,0,0.763461,0.369806,0.223489,0.822047,0.111289,0.069379,0.817256,0.105678,0,0.007482,0.499684,0.105678,0,0.499684,0.105678,0,0.499684,0.105678,0,0.894322,6694,15,3594,49.908416,575337.806279,15,7.14004,449248.703835,5.8,539.75,2.508571,103093.302881,5.8,1.042822,149956.055998,1,19,-1.964226,15.279893,1,-0.977315,15.119428,0.105678,791,0.780906,0.543487,0.112486,9,2,56,7485,7369,32427,16,40,0.160714,0.984502,0.077362,0.285714,0.714286,-0.92536,73.572846,0.06969,39.186849,-0.547448,22710.088644,1.102603,41625.779296,-0.26582,239628.390882,1.314342,422174.974336,0.499684,0.105678,0,0.499684,0.105678,0,0.499684,0.105678,0,0.736849,0.105678,0,0.754295,0.105945,-0.000533,0.7696,0.106212,0.016515,3.631769,969.904772,3.631769,0.588559,0.151102,0.174371,67.124387,45.234062,0,88.622381,88.194383,89.344628,89.594293,89.344628,89.478377,84.395898,83.477486,89.585377,89.103879,89.407044,87.873384,89.478377,89.478377,89.415961,89.344628,89.059296,89.469461,84.948729
1004,0.996661,129600000000,216000000,360000,0.963,0.015,0.944898,0.963,0.015,0.944898,0.963,0.015,0.944898,0.94,0.02,0.92437,0.103333,0.963,0.015,0.944898,0.963,0.015,0.944898,0.963,0.015,0.944898,0.833333,500,600,600,0.59832,32.229629,600,0.933773,15.601414,301,598.716667,-0.557406,30.092165,301,0.034005,9.751691,2,595,-1.214884,28.154209,2,-0.691991,3.495507,0.166667,100,1,0,1,1,2,62,600,0,0,60,2,0.016129,0,0,0.967742,0.032258,-1.117477,29.729359,-0.047022,5.84537,-0.751825,30.088385,0.001865,9.56969,0.03285,30.456182,0.076979,13.531545,0.5,0.166667,0,0.5,0.166667,0,0.5,0.166667,0,0.917,0.038333,0.858025,0.917,0.038333,0.858025,0.917,0.038333,0.858025,422.849855,1.439064,422.849855,1,0,1,100,100,0,99.662921,100,100,100,100,93.370787,100,100,98.089888,98.651685,16.292135,98.651685,83.707865,97.41573,98.089888,100,83.707865,99.662921,95.842697
1005,0.586854,480724244,3614468,25454,0.635727,0.336449,0.219295,0.635727,0.336449,0.219295,0.635727,0.336449,0.219295,0.667143,0.32243,0.182483,0.046729,0.705473,0.257009,0.420026,0.705473,0.257009,0.420026,0.705473,0.257009,0.420026,0.64486,138,2,178,54.689699,72.650935,2,6.551648,1.442408,2,104.333333,9.908544,11.265852,2,1.652594,0.689541,2,32,-0.410319,0.057009,2,-1.152559,0.003037,0.35514,76,0.604817,0.443925,0.066661,1,2,10,214,0,0,9,1,0.1,0,0,0.9,0.1,2.361292,0.336051,-0.138133,0.297329,3.052232,1.518365,1.625431,0.652192,9.611531,11.182407,2.731739,1.119879,0.590961,0.383178,0.178003,0.590961,0.383178,0.178003,0.590961,0.383178,0.178003,0.71005,0.271028,0.41519,0.71005,0.271028,0.41519,0.71005,0.271028,0.41519,0,51.456292,0,0.730168,0.233645,0.474356,70.491803,57.704918,64.590164,67.868852,71.803279,64.262295,65.901639,63.606557,65.57377,76.065574,79.016393,71.47541,74.098361,69.836066,74.42623,65.57377,69.180328,71.147541,71.147541,73.114754,80.655738,74.098361
1006,0.544218,1024,256,64,0.825134,0.209459,0.57009,0.825134,0.209459,0.57009,0.825134,0.209459,0.57009,0.784503,0.202703,0.594076,0.128378,0.826976,0.195946,0.604059,0.826976,0.195946,0.604059,0.826976,0.195946,0.604059,0.547297,81,8,8,29.749465,2.601351,8,5.442362,1.905023,2.875,5,9.883463,2.045045,2.875,2.326489,1.018402,2,3,-0.504096,1.060811,2,0.333795,0.313557,0.452703,67,0.905288,0.175676,0.639903,10,2,19,148,0,0,3,16,0.526316,0,0,0.157895,0.842105,-0.504096,1.060811,0.333795,0.313557,0.405021,2.472973,1.203312,0.836627,29.749465,2.601351,5.442362,1.905023,0.810761,0.216216,0.553292,0.810761,0.216216,0.553292,0.810761,0.216216,0.553292,0.803206,0.216216,0.56026,0.803206,0.216216,0.56026,0.803206,0.216216,0.56026,1.586401,2.645751,1.586401,0.814446,0.195946,0.602003,78.571429,80.47619,0,79.52381,82.857143,83.809524,83.333333,77.619048,76.666667,83.809524,87.142857,78.095238,76.666667,80,81.904762,54.761905,75.714286,78.571429,77.619048,80.952381,84.285714,71.904762
1007,0.735849,25885440,479360,7490,0.738636,0.224299,0.520359,0.738636,0.224299,0.520359,0.738636,0.224299,0.520359,0.734307,0.214953,0.535397,0.121495,0.781566,0.205607,0.572466,0.781566,0.205607,0.572466,0.781566,0.205607,0.572466,0.588785,63,107,70,3.577028,1905.233645,107,1.736149,747.491523,18.4,46,1.386719,1158.444405,18.4,0.967232,261.998388,2,4,-0.363165,2.630435,2,-0.110783,1.164657,0.411215,44,0.930375,0.168224,0.659597,3,2,13,107,37,71,3,10,0.230769,0.345794,0.051042,0.230769,0.769231,-0.363165,2.630435,-0.110783,1.164657,0.946292,1567.469136,1.276329,37.338982,3.577028,1905.233645,1.736149,747.491523,0.496032,0.411215,0,0.496032,0.411215,0,0.496032,0.411215,0,0.631313,0.364486,0.217807,0.631313,0.364486,0.217807,0.631313,0.364486,0.217807,35.040294,36.496575,35.040294,0.77399,0.196262,0.587631,82.758621,87.586207,0,83.448276,90.344828,87.586207,86.896552,84.137931,57.241379,78.62069,84.137931,78.62069,84.827586,41.37931,83.448276,58.62069,82.758621,81.37931,84.137931,58.62069,77.931034,63.448276
1009,0.66129,8791640,169070,3190,0.634211,0.412698,0.193103,0.634211,0.412698,0.193103,0.634211,0.412698,0.193103,0.607368,0.444444,0.152738,0.507937,0.684211,0.349206,0.25,0.684211,0.349206,0.25,0.684211,0.349206,0.25,0.603175,38,7,58,42.423398,30.51746,7,6.088531,20.706011,3.6,44.814815,5.168148,13.591969,3.6,1.283048,9.669234,2,20,-1.040013,0.426032,2,-0.436077,1.088535,0.396825,25,0.752632,0.31746,0.362993,1,2,32,63,0,0,27,5,0.03125,0,0,0.84375,0.15625,-0.3242,5.653175,0.346714,5.377496,0.957145,13.798095,0.679621,9.403001,4.783937,19.67381,2.103758,13.408157,0.49,0.396825,0,0.49,0.396825,0,0.49,0.396825,0,0.589474,0.396825,0.187726,0.589474,0.396825,0.187726,0.589474,0.396825,0.187726,1.949359,9.817712,1.949359,0.675789,0.31746,0.345794,71.25,66.25,0,72.5,80,80,78.75,76.25,66.25,62.5,66.25,70,57.5,58.75,71.25,62.5,51.25,72.5,76.25,63.75,80,60
1010,0.70137,3840,960,240,0.969664,0.021858,0.94828,0.969664,0.021858,0.94828,0.969664,0.021858,0.94828,0.967572,0.02459,0.94196,0.095628,0.969664,0.021858,0.94828,0.969664,0.021858,0.94828,0.969664,0.021858,0.94828,0.693989,254,4,60,-0.707909,36.296089,4,0.073352,15.324557,3.852941,60,-0.707909,36.296089,3.852941,0.073352,15.324557,2,60,-0.707909,36.296089,2,0.073352,15.324557,0.306011,112,1,0.005464,0.987198,2,2,35,366,8,8,1,34,0.057143,0.021858,0.000625,0.028571,0.971429,-0.707909,36.296089,0.073352,15.324557,-0.707909,36.296089,0.073352,15.324557,-0.707909,36.296089,0.073352,15.324557,0.969066,0.02459,0.94196,0.969066,0.02459,0.94196,0.969066,0.02459,0.94196,0.947905,0.04918,0.884785,0.947905,0.04918,0.884785,0.947905,0.04918,0.884785,0.500445,0,0.500445,0.98079,0.013661,0.967593,99.813084,99.813084,0,99.626168,99.813084,99.813084,99.813084,100,87.663551,98.878505,98.130841,97.570093,96.635514,98.317757,98.691589,70.093458,98.317757,98.504673,100,98.317757,99.813084,94.766355
1011,0.997015,31026996,492492,6396,0.940034,0.074405,0.847128,0.940034,0.074405,0.847128,0.940034,0.074405,0.847128,0.874506,0.175595,0.648186,0.02381,0.940034,0.074405,0.847128,0.940034,0.074405,0.847128,0.940034,0.074405,0.847128,0.574405,193,2,82,336,0.501488,2,18.330303,0.215751,2,51.857143,51.976031,0.499566,2,3.605501,0.143729,2,2,-1.044754,0.495476,2,-0.165956,0.027277,0.425595,143,0.98826,0.044643,0.908277,1,2,8,336,0,0,7,1,0.125,0,0,0.875,0.125,-0.938214,0.499732,0.062867,0.088495,0.259415,0.50003,0.41422,0.148157,29.079409,0.500179,5.559348,0.209411,0.943657,0.068452,0.861376,0.943657,0.068452,0.861376,0.943657,0.068452,0.861376,0.910377,0.08631,0.822991,0.910377,0.08631,0.822991,0.910377,0.08631,0.822991,0,35.049625,0,0.951303,0.047619,0.902605,96.082474,95.463918,57.731959,96.28866,96.907216,96.907216,96.28866,95.463918,95.876289,95.257732,93.814433,91.752577,95.876289,86.804124,95.463918,57.731959,86.391753,94.845361,95.463918,94.43299,96.082474,93.402062
1012,0.554404,17730048,1266432,26384,0.494377,0.35567,0,0.494377,0.35567,0,0.494377,0.35567,0,0.601449,0.35567,0,0.154639,0.73287,0.309278,0.342299,0.73287,0.309278,0.342299,0.73287,0.309278,0.342299,0.64433,125,194,136,82.048208,700.046392,194,8.56958,2170.927932,11.214286,92,69.251544,361.657216,11.214286,7.663973,1131.431008,2,48,56.454881,23.268041,2,6.758367,91.934085,0.35567,69,0.611478,0.396907,0.107966,14,2,30,194,0,0,2,28,0.466667,0,0,0.066667,0.933333,56.454881,23.268041,6.758367,91.934085,69.251544,361.657216,7.663973,1131.431008,82.048208,700.046392,8.56958,2170.927932,0.494377,0.35567,0,0.494377,0.35567,0,0.494377,0.35567,0,0.558899,0.386598,0.113346,0.558899,0.386598,0.113346,0.558899,0.386598,0.113346,35.984932,62.225397,35.984932,0.608522,0.365979,0.209209,76.363636,69.090909,0,62.545455,72,70.909091,72.363636,72.727273,45.818182,66.545455,63.636364,62.181818,68.363636,34.545455,68.727273,65.454545,65.454545,67.272727,73.454545,65.454545,68.363636,66.909091
1015,0.676056,628460,314230,4690,0.708333,0.138889,0.464286,0.708333,0.138889,0.464286,0.708333,0.138889,0.464286,0.708333,0.138889,0.464286,0.055556,0.704167,0.166667,0.4,0.704167,0.166667,0.4,0.704167,0.166667,0.4,0.833333,60,2,70,-0.071878,1184.440278,2,0.861879,1005.269043,2,68,-1.099338,641.218056,2,0.365266,506.45281,2,67,-1.991726,338.573611,2,0.038438,250.289483,0.166667,12,0.898611,0.194444,0.5,1,2,4,72,0,0,3,1,0.25,0,0,0.75,0.25,-1.991726,338.573611,0.038438,250.289483,-1.23441,400.640278,0.195481,263.799902,-0.071878,1184.440278,0.861879,1005.269043,0.5,0.166667,0,0.5,0.166667,0,0.5,0.166667,0,0.733333,0.166667,0.4375,0.733333,0.166667,0.4375,0.733333,0.166667,0.4375,0,1.732051,0,0.633333,0.166667,0.307692,83.157895,75.789474,66.315789,86.315789,89.473684,91.578947,89.473684,91.578947,89.473684,91.578947,86.315789,90.526316,86.315789,84.210526,85.263158,89.473684,90.526316,84.210526,91.578947,89.473684,91.578947,87.368421
1016,0.819009,509697508540,625395716,748081,0.885111,0.030303,0.802867,0.885111,0.030303,0.802867,0.885111,0.030303,0.802867,0.85308,0.056566,0.661166,0.014141,0.8945,0.057576,0.684766,0.8945,0.057576,0.684766,0.8945,0.057576,0.684766,0.909091,900,15,877,0.152437,1.881764,15,0.35706,1.175272,5.25,808.7,-0.391427,-0.10318,5.25,0.091115,0.699332,2,748,-0.76214,-3.20374,2,-0.206152,0.461927,0.090909,90,0.951802,0.060606,0.689266,3,2,14,990,0,0,10,4,0.214286,0,0,0.714286,0.285714,-0.559857,-0.356186,-0.006223,0.572517,-0.426099,-0.037852,0.060134,0.634294,-0.242558,0.544173,0.250623,0.786693,0.918963,0.036364,0.790476,0.918963,0.036364,0.790476,0.918963,0.036364,0.790476,0.90637,0.024242,0.847222,0.90637,0.024242,0.847222,0.90637,0.024242,0.847222,6.5,38.04106,6.5,0.966667,0.006061,0.962199,97.423729,93.966102,0,98.779661,99.389831,98.169492,95.79661,98.847458,97.152542,100,99.932203,97.016949,98.101695,94.711864,98.169492,91.186441,95.254237,98.779661,99.322034,97.220339,99.525424,98.508475
1017,0.536585,17936755200,51247872,144768,0.616721,0.360619,0.23674,0.834482,0.234513,0.517143,0.639298,0.345133,0.286099,0.616721,0.360619,0.23674,0.619469,0.771695,0.225664,0.537489,0.784088,0.223451,0.54359,0.756196,0.227876,0.537364,0.542035,245,2,384,452,367.207965,2,21.260292,127.220248,1.878378,72.849515,50.388651,14.348605,1.878378,1.327008,9.970201,1,1,-1.635151,-23.499115,1,-21.260292,0,0.457965,207,0.808456,0.232301,0.522977,74,2,280,452,384,408,206,74,0.264286,0.849558,0.003224,0.735714,0.264286,2.165154,0,-0.66931,0.96927,7.218928,0.931969,0.354884,3.48159,31.709014,19.962389,2.579932,16.450762,0.580666,0.413717,0.11177,0.662762,0.327434,0.312661,0.714355,0.29646,0.383933,0.588228,0.404867,0.166068,0.614394,0.402655,0.174106,0.658494,0.345133,0.278325,0.329079,96.738378,0.329079,0.637257,0.347345,0.281799,78.045113,78.195489,0,60.451128,73.834586,73.383459,77.593985,74.285714,68.120301,62.706767,57.443609,72.631579,74.736842,55.18797,77.593985,54.135338,61.804511,74.586466,76.240602,73.834586,80.902256,66.466165
1018,0.881262,5207131126800,9554369040,8717490,0.781658,0.064224,0,0.768629,0.264134,0.119405,0.811153,0.073722,0.11543,0.799729,0.064224,0,0.006445,0.5,0.064224,0,0.5,0.064224,0,0.5,0.064224,0,0.935776,8276,17,3890,38.685456,632582.020466,17,6.118845,425644.638684,6.119048,616.533333,3.614808,84686.378517,6.119048,1.111798,101572.027708,1,26,-1.835936,15.945047,1,-0.959441,15.528123,0.064224,568,0.80175,0.535957,0.080344,10,2,57,8844,8844,34843,15,42,0.175439,1,0.069118,0.263158,0.736842,-1.013758,73.032678,-0.097935,38.681177,-0.503522,15284.650271,0.725422,25377.842512,-0.253292,63377.53607,1.319626,136955.617707,0.5,0.064224,0,0.5,0.064224,0,0.5,0.064224,0,0.626721,0.064224,0,0.734824,0.064224,0,0.769834,0.065242,0.00998,3.93361,1080.312975,3.93361,0.567946,0.093849,0.147969,74.120755,47.607547,0,93.132075,91.803774,93.735849,93.630189,93.637736,93.622642,90.113208,89.615094,93.577358,93.637736,93.54717,91.939623,93.622642,93.622642,93.396226,93.637736,93.350943,93.758491,90.286792
