Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
31,31,1,28.321678,0,1.7976931348623157E308,-1,0.0,0.0,1,28.321678,3,0.0,SAT,,0.594,
32,32,1,27.272727,0,1.7976931348623157E308,-1,0.0,0.0,1,27.272727,3,0.0,SAT,,0.642,
33,33,1,31.818182,0,1.7976931348623157E308,-1,0.0,0.0,1,31.818182,4,0.0,SAT,,0.587,
34,34,1,27.272727,0,1.7976931348623157E308,-1,0.0,0.0,1,27.272727,4,0.0,SAT,,0.608,
35,35,1,29.72028,0,1.7976931348623157E308,-1,0.0,0.0,1,29.72028,4,0.0,SAT,,0.593,
36,36,1,31.468531,0,1.7976931348623157E308,-1,0.0,0.0,1,31.468531,4,0.0,SAT,,0.616,
37,37,1,31.468531,0,1.7976931348623157E308,-1,0.0,0.0,1,31.468531,4,0.0,SAT,,0.64,
38,38,1,31.118881,0,1.7976931348623157E308,-1,0.0,0.0,1,31.118881,4,0.0,SAT,,0.561,
39,39,1,33.916084,0,1.7976931348623157E308,-1,0.0,0.0,1,33.916084,4,0.0,SAT,,0.639,
40,40,1,33.566434,0,1.7976931348623157E308,-1,0.0,0.0,1,33.566434,4,0.0,SAT,,0.667,
41,41,1,31.818182,0,1.7976931348623157E308,-1,0.0,0.0,1,31.818182,4,0.0,SAT,,0.683,
42,42,1,34.265734,0,1.7976931348623157E308,-1,0.0,0.0,1,34.265734,4,0.0,SAT,,0.615,
43,43,1,29.020979,0,1.7976931348623157E308,-1,0.0,0.0,1,29.020979,4,0.0,SAT,,0.635,
44,44,1,34.615385,0,1.7976931348623157E308,-1,0.0,0.0,1,34.615385,5,0.0,SAT,,0.586,
45,45,1,30.06993,0,1.7976931348623157E308,-1,0.0,0.0,1,30.06993,5,0.0,SAT,,0.616,
46,46,1,29.72028,0,1.7976931348623157E308,-1,0.0,0.0,1,29.72028,5,0.0,SAT,,0.617,
47,47,1,31.118881,0,1.7976931348623157E308,-1,0.0,0.0,1,31.118881,5,0.0,SAT,,0.641,
48,48,1,30.41958,0,1.7976931348623157E308,-1,0.0,0.0,1,30.41958,5,0.0,SAT,,0.635,
49,49,1,30.41958,0,1.7976931348623157E308,-1,0.0,0.0,1,30.41958,5,0.0,SAT,,0.615,
50,50,1,26.923077,0,1.7976931348623157E308,-1,0.0,0.0,1,26.923077,5,0.0,SAT,,0.584,
51,51,1,33.216783,0,1.7976931348623157E308,-1,0.0,0.0,1,33.216783,5,0.0,SAT,,0.652,
52,52,1,29.020979,0,1.7976931348623157E308,-1,0.0,0.0,1,29.020979,5,0.0,SAT,,0.642,
53,53,1,30.06993,0,1.7976931348623157E308,-1,0.0,0.0,1,30.06993,5,0.0,SAT,,0.609,
54,54,1,31.118881,0,1.7976931348623157E308,-1,0.0,0.0,1,31.118881,5,0.0,SAT,,0.591,
55,55,1,35.314685,0,1.7976931348623157E308,-1,0.0,0.0,1,35.314685,6,0.0,SAT,,0.584,
56,56,1,27.972028,0,1.7976931348623157E308,-1,0.0,0.0,1,27.972028,6,0.0,SAT,,0.641,
57,57,1,30.41958,0,1.7976931348623157E308,-1,0.0,0.0,1,30.41958,6,0.0,SAT,,0.559,
58,58,1,31.468531,0,1.7976931348623157E308,-1,0.0,0.0,1,31.468531,6,0.0,SAT,,0.617,
59,59,1,30.41958,0,1.7976931348623157E308,-1,0.0,0.0,1,30.41958,6,0.0,SAT,,0.589,
60,60,1,27.972028,0,1.7976931348623157E308,-1,0.0,0.0,1,27.972028,6,0.0,SAT,,0.611,
61,61,1,29.020979,0,1.7976931348623157E308,-1,0.0,0.0,1,29.020979,6,0.0,SAT,,0.667,
62,62,1,31.818182,0,1.7976931348623157E308,-1,0.0,0.0,1,31.818182,6,0.0,SAT,,0.59,
63,63,1,29.370629,0,1.7976931348623157E308,-1,0.0,0.0,1,29.370629,6,0.0,SAT,,0.659,
64,64,1,29.370629,0,1.7976931348623157E308,-1,0.0,0.0,1,29.370629,6,0.0,SAT,,0.617,
65,65,1,31.468531,0,1.7976931348623157E308,-1,0.0,0.0,1,31.468531,6,0.0,SAT,,0.643,
66,66,1,33.216783,0,1.7976931348623157E308,-1,0.0,0.0,1,33.216783,7,0.0,SAT,,0.609,
67,67,1,35.664336,0,1.7976931348623157E308,-1,0.0,0.0,1,35.664336,7,0.0,SAT,,0.633,
68,68,1,30.06993,0,1.7976931348623157E308,-1,0.0,0.0,1,30.06993,7,0.0,SAT,,0.638,
69,69,1,30.06993,0,1.7976931348623157E308,-1,0.0,0.0,1,30.06993,7,0.0,SAT,,0.609,
70,70,1,32.517483,0,1.7976931348623157E308,-1,0.0,0.0,1,32.517483,7,0.0,SAT,,0.638,
71,71,1,29.020979,0,1.7976931348623157E308,-1,0.0,0.0,1,29.020979,7,0.0,SAT,,0.608,
72,72,1,34.265734,0,1.7976931348623157E308,-1,0.0,0.0,1,34.265734,7,0.0,SAT,,0.609,
73,73,1,32.167832,0,1.7976931348623157E308,-1,0.0,0.0,1,32.167832,7,0.0,SAT,,0.609,
74,74,1,34.265734,0,1.7976931348623157E308,-1,0.0,0.0,1,34.265734,7,0.0,SAT,,0.609,
75,75,1,31.818182,0,1.7976931348623157E308,-1,0.0,0.0,1,31.818182,7,0.0,SAT,,0.61,
76,76,1,29.020979,0,1.7976931348623157E308,-1,0.0,0.0,1,29.020979,7,0.0,SAT,,0.612,
77,77,1,29.370629,0,1.7976931348623157E308,-1,0.0,0.0,1,29.370629,8,0.0,SAT,,0.59,
78,78,1,29.72028,0,1.7976931348623157E308,-1,0.0,0.0,1,29.72028,8,0.0,SAT,,0.678,
79,79,1,32.167832,0,1.7976931348623157E308,-1,0.0,0.0,1,32.167832,8,0.0,SAT,,0.687,
80,80,1,28.321678,0,1.7976931348623157E308,-1,0.0,0.0,1,28.321678,8,0.0,SAT,,0.66,
81,81,1,31.818182,0,1.7976931348623157E308,-1,0.0,0.0,1,31.818182,8,0.0,SAT,,0.663,
82,82,1,30.41958,0,1.7976931348623157E308,-1,0.0,0.0,1,30.41958,8,0.0,SAT,,0.634,
83,83,1,25.524476,0,1.7976931348623157E308,-1,0.0,0.0,1,25.524476,8,0.0,SAT,,0.634,
84,84,1,30.41958,0,1.7976931348623157E308,-1,0.0,0.0,1,30.41958,8,0.0,SAT,,0.633,
85,85,1,29.020979,0,1.7976931348623157E308,-1,0.0,0.0,1,29.020979,8,0.0,SAT,,0.634,
86,86,1,27.622378,0,1.7976931348623157E308,-1,0.0,0.0,1,27.622378,8,0.0,SAT,,0.659,
87,87,1,27.622378,0,1.7976931348623157E308,-1,0.0,0.0,1,27.622378,8,0.0,SAT,,0.635,
88,88,1,30.769231,0,1.7976931348623157E308,-1,0.0,0.0,1,30.769231,9,0.0,SAT,,0.638,
89,89,1,35.664336,0,1.7976931348623157E308,-1,0.0,0.0,1,35.664336,9,0.0,SAT,,0.636,
90,90,1,30.769231,0,1.7976931348623157E308,-1,0.0,0.0,1,30.769231,9,0.0,SAT,,0.635,
91,91,1,34.965035,0,1.7976931348623157E308,-1,0.0,0.0,1,34.965035,9,0.0,SAT,,0.634,
92,92,1,30.769231,0,1.7976931348623157E308,-1,0.0,0.0,1,30.769231,9,0.0,SAT,,0.662,
93,93,1,27.972028,0,1.7976931348623157E308,-1,0.0,0.0,1,27.972028,9,0.0,SAT,,0.636,
94,94,1,30.06993,0,1.7976931348623157E308,-1,0.0,0.0,1,30.06993,9,0.0,SAT,,0.635,
95,95,1,29.370629,0,1.7976931348623157E308,-1,0.0,0.0,1,29.370629,9,0.0,SAT,,0.636,
96,96,1,30.769231,0,1.7976931348623157E308,-1,0.0,0.0,1,30.769231,9,0.0,SAT,,0.66,
97,97,1,31.818182,0,1.7976931348623157E308,-1,0.0,0.0,1,31.818182,9,0.0,SAT,,0.661,
98,98,1,29.020979,0,1.7976931348623157E308,-1,0.0,0.0,1,29.020979,9,0.0,SAT,,0.639,
99,99,1,29.370629,0,1.7976931348623157E308,-1,0.0,0.0,1,29.370629,10,0.0,SAT,,0.637,
100,100,1,27.972028,0,1.7976931348623157E308,-1,0.0,0.0,1,27.972028,10,0.0,SAT,,0.636,
