@relation 'probing_nonan_noid: -C -22'

@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.REPTree numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric

@data
0.728265,0.254,0.484929,0.740112,0.294,0.396056,0.887781,0.11,0.775978,0.728265,0.254,0.484929,0.809798,0.232,0.525221,0.818168,0.206,0.584932,0.792171,0.194,0.609111,0.690023,0.342,0.291303,0.722077,0.254,0.482714,0.76413,0.224,0.531467,0.86605,0.172,0.648388,0.674423,0.344,0.25496,0.711493,0.276,0.435786,0.628129,0.37,0.206363,0.526852,0.462,0.054023,84.489796,65.170068,0,62.585034,59.591837,61.360544,62.312925,66.802721,59.455782,51.70068,52.380952,84.897959,84.897959,77.55102,78.367347,56.462585,76.054422,83.401361,83.401361,80.408163,80.816327,60
0.879394,0.147,0.702106,0.879394,0.147,0.702106,0.879394,0.147,0.702106,0.692534,0.303,0.392118,0.879477,0.137,0.723335,0.879477,0.137,0.723335,0.879477,0.137,0.723335,0.716822,0.338,0.315404,0.876073,0.153,0.6922,0.876073,0.153,0.6922,0.876073,0.153,0.6922,0.833976,0.166,0.666336,0.833976,0.166,0.666336,0.833976,0.166,0.666336,0.850323,0.149,0.700039,82.693603,64.175084,0,60.538721,84.107744,61.683502,61.144781,59.86532,61.414141,85.521886,88.754209,81.414141,86.801347,72.390572,84.377104,54.208754,70.37037,87.272727,87.744108,85.252525,90.909091,87.407407
0.810267,0.184,0.624306,0.810267,0.184,0.624306,0.810267,0.184,0.624306,0.720834,0.256,0.483771,0.815961,0.188,0.616539,0.815961,0.188,0.616539,0.815961,0.188,0.616539,0.686707,0.284,0.424337,0.750797,0.252,0.488138,0.750797,0.252,0.488138,0.750797,0.252,0.488138,0.786453,0.208,0.575302,0.786453,0.208,0.575302,0.786453,0.208,0.575302,0.818986,0.176,0.64064,81.666667,74.444444,0,68.055556,92.777778,68.888889,68.333333,66.666667,69.166667,85.277778,88.888889,82.5,84.444444,76.388889,83.333333,56.944444,78.055556,84.166667,87.222222,76.944444,90.277778,83.888889
0.963845,0.056604,0.876585,0.963845,0.056604,0.876585,0.963845,0.056604,0.876585,0.947619,0.056604,0.872084,0.975309,0.037736,0.91736,0.975309,0.037736,0.91736,0.975309,0.037736,0.91736,0.987831,0.056604,0.875489,0.940653,0.037736,0.915109,0.940653,0.037736,0.915109,0.940653,0.037736,0.915109,0.920899,0.062893,0.85722,0.920899,0.062893,0.85722,0.920899,0.062893,0.85722,0.924339,0.062893,0.854555,97.333333,94.666667,0,94.666667,98.666667,97.777778,95.111111,97.777778,72.888889,92.444444,96.444444,95.555556,95.111111,92,96,66.666667,94.222222,96.444444,97.777778,93.777778,98.222222,96.888889
0.848213,0.168,0.658492,0.848213,0.168,0.658492,0.848213,0.168,0.658492,0.623195,0.44,0.167927,0.767597,0.26,0.469613,0.767597,0.26,0.469613,0.767597,0.26,0.469613,0.610483,0.432,0.119776,0.7392,0.276,0.432976,0.7392,0.276,0.432976,0.7392,0.276,0.432976,0.66842,0.308,0.348738,0.66842,0.308,0.348738,0.66842,0.308,0.348738,0.563493,0.424,0.127888,81.111111,64.166667,0,60.555556,55,57.777778,58.888889,59.166667,61.944444,51.111111,57.777778,81.666667,85.555556,69.722222,81.666667,56.944444,68.611111,84.444444,82.777778,86.111111,86.666667,71.666667
0.624725,0.319018,0.181221,0.624725,0.319018,0.181221,0.624725,0.319018,0.181221,0.717993,0.319018,0.181221,0.776412,0.257669,0.416468,0.776412,0.257669,0.416468,0.776412,0.257669,0.416468,0.807685,0.269939,0.366319,0.742938,0.282209,0.285224,0.742938,0.282209,0.285224,0.742938,0.282209,0.285224,0.758254,0.226994,0.482895,0.758254,0.226994,0.482895,0.758254,0.226994,0.482895,0.710473,0.245399,0.402054,66.521739,73.478261,0,74.347826,74.782609,71.73913,70,72.608696,73.043478,70.869565,73.478261,71.73913,73.043478,68.695652,73.478261,71.73913,67.826087,69.130435,71.304348,72.608696,73.913043,69.565217
0.843545,0.184,0.63284,0.843545,0.184,0.63284,0.843545,0.184,0.63284,0.682141,0.304,0.386513,0.849505,0.14,0.718772,0.849505,0.14,0.718772,0.849505,0.14,0.718772,0.669827,0.358,0.284,0.857791,0.154,0.690843,0.857791,0.154,0.690843,0.857791,0.154,0.690843,0.834071,0.166,0.667447,0.834071,0.166,0.667447,0.834071,0.166,0.667447,0.863214,0.136,0.727035,82.857143,65.170068,0,65.714286,92.789116,66.530612,64.489796,65.306122,65.578231,87.210884,85.85034,82.721088,85.306122,74.14966,83.401361,52.380952,71.156463,84.217687,89.251701,84.761905,89.387755,83.673469
0.5,0.492,0,0.5,0.492,0,0.5,0.492,0,0.526383,0.474,0.047917,0.52319,0.48,0.031196,0.52319,0.48,0.031196,0.52319,0.48,0.031196,0.510163,0.482,0.032843,0.545372,0.452,0.092981,0.545372,0.452,0.092981,0.545372,0.452,0.092981,0.534489,0.466,0.068894,0.534489,0.466,0.068894,0.534489,0.466,0.068894,0.555886,0.444,0.111773,51.020408,54.829932,0,48.435374,54.693878,49.795918,51.156463,48.707483,50.47619,57.278912,58.367347,51.020408,56.462585,56.326531,53.469388,51.020408,51.020408,52.380952,53.741497,54.965986,59.319728,54.693878
0.878931,0.159,0.676645,0.878931,0.159,0.676645,0.878931,0.159,0.676645,0.70767,0.282,0.424959,0.828127,0.174,0.646571,0.828127,0.174,0.646571,0.828127,0.174,0.646571,0.698616,0.347,0.287006,0.860112,0.164,0.669461,0.860112,0.164,0.669461,0.860112,0.164,0.669461,0.80349,0.192,0.609057,0.80349,0.192,0.609057,0.80349,0.192,0.609057,0.727841,0.271,0.453144,81.677852,63.758389,0,63.221477,90,62.013423,62.818792,61.543624,61.744966,73.288591,73.422819,83.758389,84.161074,76.845638,82.214765,56.040268,70.805369,85.90604,87.38255,84.42953,89.798658,82.147651
0.649471,0.344971,0.310124,0.668388,0.343994,0.31182,0.542385,0.457642,0.08476,0.649471,0.344971,0.310124,0.899172,0.120361,0.759302,0.899172,0.120361,0.759302,0.899172,0.120361,0.759302,0.661881,0.358765,0.282272,0.650465,0.343506,0.313127,0.778103,0.232056,0.535985,0.896722,0.121094,0.757836,0.607957,0.426147,0.144404,0.607893,0.425781,0.145157,0.608156,0.425781,0.145157,0.558726,0.441284,0.117443,65.784114,64.659878,0,65.04277,82.240326,64.219959,65.588595,65.596741,65.474542,55.780041,57.124236,65.784114,87.820774,60.391039,86.08554,50.386965,65.784114,85.368635,87.543788,87.250509,88.065173,74.346232
0.54578,0.484536,0.078245,0.54578,0.484536,0.078245,0.54578,0.484536,0.078245,0.543162,0.489691,0.069098,0.581197,0.43299,0.146091,0.581197,0.43299,0.146091,0.581197,0.43299,0.146091,0.599441,0.427835,0.15315,0.47516,0.505155,0.003773,0.47516,0.505155,0.003773,0.47516,0.505155,0.003773,0.516987,0.479381,0.034051,0.516987,0.479381,0.034051,0.516987,0.479381,0.034051,0.563248,0.43299,0.126875,51.428571,55.714286,54.285714,52.857143,51.071429,60.357143,60.714286,57.857143,53.928571,54.642857,50.357143,51.428571,55.357143,50.714286,52.857143,53.571429,55,50.714286,57.857143,56.428571,54.285714,49.285714
0.721618,0.31,0.36683,0.721618,0.31,0.36683,0.721618,0.31,0.36683,0.688205,0.31,0.354167,0.777778,0.34,0.31562,0.777778,0.34,0.31562,0.777778,0.34,0.31562,0.957729,0.11,0.778226,0.724839,0.27,0.444901,0.724839,0.27,0.444901,0.724839,0.27,0.444901,0.690419,0.31,0.379006,0.690419,0.31,0.379006,0.690419,0.31,0.379006,0.818841,0.18,0.637681,74.814815,88.888889,0,80.740741,81.481481,80.740741,80,80.740741,81.481481,87.407407,84.444444,68.148148,74.814815,61.481481,71.851852,55.555556,68.888889,69.62963,80.740741,66.666667,81.481481,76.296296
0.762227,0.306452,0.387097,0.762227,0.306452,0.387097,0.762227,0.306452,0.387097,0.78564,0.274194,0.451613,0.722685,0.274194,0.451613,0.722685,0.274194,0.451613,0.722685,0.274194,0.451613,0.817898,0.290323,0.419355,0.706035,0.33871,0.322581,0.706035,0.33871,0.322581,0.706035,0.33871,0.322581,0.66129,0.33871,0.322581,0.66129,0.33871,0.322581,0.66129,0.33871,0.322581,0.66129,0.33871,0.322581,76.25,63.75,61.25,76.25,71.25,68.75,68.75,76.25,57.5,67.5,62.5,73.75,72.5,63.75,72.5,50,75,72.5,76.25,78.75,71.25,75
0.963845,0.056604,0.876585,0.963845,0.056604,0.876585,0.963845,0.056604,0.876585,0.947619,0.056604,0.872084,0.975309,0.037736,0.91736,0.975309,0.037736,0.91736,0.975309,0.037736,0.91736,0.98836,0.056604,0.874375,0.940653,0.037736,0.915109,0.940653,0.037736,0.915109,0.940653,0.037736,0.915109,0.920899,0.062893,0.85722,0.920899,0.062893,0.85722,0.920899,0.062893,0.85722,0.95388,0.050314,0.88472,96.888889,94.666667,0,93.333333,97.777778,98.222222,96,96.444444,72.888889,96,96.444444,95.555556,95.111111,92,96,66.666667,94.222222,96.444444,96.444444,93.777778,98.222222,97.333333
0.5,0.102273,0,0.5,0.102273,0,0.5,0.102273,0,0.648676,0.102273,0,0.5,0.102273,0,0.5,0.102273,0,0.5,0.102273,0,0.778454,0.263258,0.256052,0.64053,0.104167,0.165805,0.64053,0.104167,0.165805,0.64053,0.104167,0.165805,0.715053,0.102273,0,0.715053,0.102273,0,0.715053,0.102273,0,0.725387,0.102273,0,74.74359,70.897436,0,90.384615,89.102564,90,90.128205,91.153846,90.384615,88.461538,88.461538,89.487179,89.615385,88.461538,89.487179,90.384615,89.615385,90.384615,91.025641,88.461538,90.641026,88.589744
0.913832,0.074627,0.81337,0.913832,0.074627,0.81337,0.913832,0.074627,0.81337,0.896259,0.074627,0.806694,0.913832,0.074627,0.81337,0.913832,0.074627,0.81337,0.913832,0.074627,0.81337,0.97262,0.074627,0.81337,0.494898,0.268657,0,0.494898,0.268657,0,0.494898,0.268657,0,0.846372,0.119403,0.685076,0.846372,0.119403,0.685076,0.846372,0.119403,0.685076,0.933673,0.059701,0.848073,95.294118,95.294118,0,92.941176,95.294118,95.294118,96.470588,97.647059,23.529412,97.647059,81.176471,95.294118,95.294118,76.470588,94.117647,76.470588,95.294118,94.117647,97.647059,76.470588,98.823529,91.764706
0.969697,0.030303,0.939394,0.969697,0.030303,0.939394,0.969697,0.030303,0.939394,1,0,1,0.969697,0.030303,0.939394,0.969697,0.030303,0.939394,0.969697,0.030303,0.939394,0.938476,0.19697,0.606061,0.484848,0.515152,-0.030303,0.484848,0.515152,-0.030303,0.484848,0.515152,-0.030303,0.833333,0.166667,0.666667,0.833333,0.166667,0.666667,0.833333,0.166667,0.666667,0.742424,0.257576,0.484848,85,82.5,0,88.75,85,83.75,86.25,98.75,51.25,82.5,63.75,100,98.75,50,96.25,50,100,96.25,98.75,50,97.5,78.75
0.824074,0.129032,0.425926,0.824074,0.129032,0.425926,0.824074,0.129032,0.425926,0.847222,0.064516,0.712963,0.944444,0.064516,0.763359,0.944444,0.064516,0.763359,0.944444,0.064516,0.763359,0.542712,0.258065,0.053435,0.490741,0.129032,0,0.490741,0.129032,0,0.490741,0.129032,0,0.856481,0.064516,0.712963,0.856481,0.064516,0.712963,0.856481,0.064516,0.712963,0.490741,0.129032,0,90,85,0,90,90,87.5,90,95,85,87.5,85,90,95,95,92.5,87.5,95,92.5,95,87.5,85,87.5
0.81427,0.142944,0.652145,0.964452,0.092529,0.776899,0.880414,0.094727,0.772132,0.81427,0.142944,0.652145,0.910718,0.089966,0.77852,0.910718,0.089966,0.77852,0.917138,0.084717,0.793526,0.956851,0.10498,0.747992,0.821761,0.144287,0.643647,0.868074,0.117798,0.716534,0.882009,0.107178,0.723708,0.788012,0.165527,0.58775,0.851125,0.136719,0.668966,0.910337,0.127563,0.683858,0.887311,0.09021,0.783674,87.592668,89.547862,77.613035,93.653768,93.450102,93.075356,92.342159,93.645621,78.020367,91.087576,81.010183,90.501018,92.399185,85.409369,91.665988,69.775967,85.368635,91.12831,93.507128,91.560081,93.824847,89.710794
0.69899,0.34,0.326733,0.69899,0.34,0.326733,0.69899,0.34,0.326733,0.685859,0.26,0.463918,0.692525,0.33,0.342629,0.692525,0.33,0.342629,0.692525,0.33,0.342629,0.752323,0.27,0.462151,0.773939,0.21,0.578313,0.773939,0.21,0.578313,0.773939,0.21,0.578313,0.656566,0.34,0.313131,0.656566,0.34,0.313131,0.656566,0.34,0.313131,0.571717,0.42,0.144603,77.037037,74.074074,0,71.111111,68.148148,74.074074,73.333333,75.555556,65.925926,62.222222,67.407407,77.037037,74.074074,74.814815,74.814815,55.555556,72.592593,72.592593,75.555556,71.111111,77.037037,67.407407
0.830528,0.2,0.6,0.830528,0.2,0.6,0.830528,0.2,0.6,0.71952,0.272,0.456,0.768,0.2,0.6,0.768,0.2,0.6,0.768,0.2,0.6,0.914688,0.176,0.648,0.799552,0.22,0.56,0.799552,0.22,0.56,0.799552,0.22,0.56,0.732,0.268,0.464,0.732,0.268,0.464,0.732,0.268,0.464,0.728,0.272,0.456,75,81.111111,0,78.888889,78.888889,76.111111,75.833333,76.111111,74.166667,72.222222,70,74.722222,76.944444,67.777778,76.944444,50,71.944444,79.166667,77.222222,80.277778,85,72.222222
0.769137,0.106667,0.203833,0.769137,0.106667,0.203833,0.769137,0.106667,0.203833,0.600552,0.122222,0,0.890794,0.091111,0.472103,0.890794,0.091111,0.472103,0.890794,0.091111,0.472103,0.90481,0.104444,0.329635,0.895627,0.084444,0.515443,0.895627,0.084444,0.515443,0.895627,0.084444,0.515443,0.757814,0.095556,0.520921,0.757814,0.095556,0.520921,0.757814,0.095556,0.520921,0.740667,0.106667,0.469678,91.060606,91.515152,0,91.969697,91.363636,91.818182,91.818182,91.818182,89.242424,88.787879,90.757576,91.212121,91.515152,88.636364,91.363636,88.636364,88.636364,91.060606,91.818182,91.818182,90.30303,90
0.935979,0.067368,0.676981,0.935979,0.067368,0.676981,0.935979,0.067368,0.676981,0.692081,0.134737,0,0.883896,0.067368,0.676981,0.883896,0.067368,0.676981,0.883896,0.067368,0.676981,0.942024,0.061053,0.705089,0.935979,0.067368,0.676981,0.935979,0.067368,0.676981,0.935979,0.067368,0.676981,0.816473,0.077895,0.654532,0.816473,0.077895,0.654532,0.816473,0.077895,0.654532,0.865477,0.065263,0.710554,92.428571,92,0,94.714286,94,95.428571,95.428571,93.714286,87.857143,93.142857,90.142857,94,94.285714,87.142857,93.857143,87.142857,87.142857,92.857143,93.714286,93.428571,92.714286,92.571429
0.821749,0.22,0.55539,0.821749,0.22,0.55539,0.821749,0.22,0.55539,0.72487,0.272,0.45179,0.817251,0.188,0.622841,0.817251,0.188,0.622841,0.817251,0.188,0.622841,0.666159,0.374,0.24723,0.807557,0.204,0.589953,0.807557,0.204,0.589953,0.807557,0.204,0.589953,0.620662,0.38,0.240583,0.620662,0.38,0.240583,0.620662,0.38,0.240583,0.570627,0.428,0.141362,79.727891,63.537415,0,61.904762,61.22449,58.503401,60.272109,62.312925,57.687075,54.013605,60.680272,80.136054,82.312925,74.557823,81.496599,52.380952,72.92517,83.129252,83.265306,83.129252,81.904762,65.306122
0.913875,0.054737,0.748452,0.913875,0.054737,0.748452,0.913875,0.054737,0.748452,0.673081,0.128421,0,0.854973,0.056842,0.736885,0.854973,0.056842,0.736885,0.854973,0.056842,0.736885,0.915142,0.071579,0.595421,0.913519,0.056842,0.736885,0.913519,0.056842,0.736885,0.913519,0.056842,0.736885,0.805001,0.094737,0.579737,0.805001,0.094737,0.579737,0.805001,0.094737,0.579737,0.836323,0.082105,0.625372,92,91.714286,0,93.857143,95,93,93,93.285714,87.714286,92.142857,91,95.285714,94.714286,87.857143,94.142857,87.857143,87.857143,95.571429,93.428571,93.857143,92.571429,91.857143
0.489899,0.45,0,0.489899,0.45,0,0.489899,0.45,0,0.524646,0.47,0.016736,0.624242,0.38,0.229209,0.624242,0.38,0.229209,0.624242,0.38,0.229209,0.504646,0.48,0.034205,0.489899,0.45,0,0.489899,0.45,0,0.489899,0.45,0,0.659596,0.33,0.32377,0.659596,0.33,0.32377,0.659596,0.33,0.32377,0.582828,0.41,0.166667,55.555556,60,0,51.851852,62.962963,57.037037,60,59.259259,58.518519,62.222222,65.925926,55.555556,71.851852,68.888889,67.407407,55.555556,54.814815,73.333333,61.481481,62.962963,70.37037,66.666667
0.806795,0.2,0.600613,0.806795,0.2,0.600613,0.806795,0.2,0.600613,0.715005,0.268,0.463588,0.832343,0.18,0.641377,0.832343,0.18,0.641377,0.832343,0.18,0.641377,0.698082,0.376,0.239827,0.737097,0.256,0.477568,0.737097,0.256,0.477568,0.737097,0.256,0.477568,0.518087,0.484,0.035703,0.518087,0.484,0.035703,0.518087,0.484,0.035703,0.550481,0.44,0.10207,81.111111,65.277778,0,62.777778,63.055556,63.055556,61.666667,63.888889,58.333333,57.222222,58.055556,79.166667,83.333333,74.722222,75.833333,55.555556,70.277778,83.055556,79.166667,80.277778,75.555556,66.388889
1,0,1,1,0,1,1,0,1,0.713062,0.2864,0.426032,0.976467,0.0368,0.926431,0.976467,0.0368,0.926431,0.976467,0.0368,0.926431,0.663379,0.392,0.218251,0.973615,0.0416,0.916786,0.973615,0.0416,0.916786,0.973615,0.0416,0.916786,0.937481,0.0624,0.875163,0.937481,0.0624,0.875163,0.937481,0.0624,0.875163,0.906385,0.0944,0.811222,99.891892,60.648649,0,61.837838,85.837838,62.378378,61.081081,61.513514,67.243243,91.459459,91.459459,100,98.27027,100,99.135135,50.27027,73.621622,98.054054,98.702703,92.324324,98.054054,95.783784
0.676389,0.342593,0.307692,0.676389,0.342593,0.307692,0.676389,0.342593,0.307692,0.701389,0.305556,0.366738,0.701389,0.305556,0.366738,0.701389,0.305556,0.366738,0.701389,0.305556,0.366738,0.806944,0.268519,0.464066,0.671701,0.37037,0.253112,0.671701,0.37037,0.253112,0.671701,0.37037,0.253112,0.649306,0.37963,0.245399,0.649306,0.37963,0.245399,0.649306,0.37963,0.245399,0.684028,0.305556,0.385093,72.666667,74,0,72,71.333333,71.333333,72,73.333333,66,66,71.333333,71.333333,66.666667,66.666667,73.333333,56.666667,69.333333,70.666667,72,60.666667,72,65.333333
0.502017,0.446281,0.005611,0.494286,0.449954,-0.003931,0.510378,0.467401,0.020601,0.501012,0.482553,0.000403,0.499535,0.444904,0,0.499535,0.444904,0,0.499535,0.444904,0,0.505074,0.464187,0.000311,0.499535,0.444904,0,0.499535,0.444904,0,0.499535,0.444904,0,0.501695,0.482094,0.001459,0.509944,0.480716,0.004625,0.511442,0.455923,-0.000866,0.514123,0.479339,0.028145,55.538462,55.6,0,55.876923,55.569231,55.538462,55.538462,55.446154,56.923077,52.030769,53.046154,55.538462,53.569231,52.184615,55.292308,55.538462,54.123077,55.292308,55.446154,53.169231,51.846154,50.276923
0.753584,0.328,0.342021,0.753584,0.328,0.342021,0.753584,0.328,0.342021,0.648361,0.372,0.2579,0.694956,0.288,0.423447,0.694956,0.288,0.423447,0.694956,0.288,0.423447,0.87404,0.2,0.599616,0.71627,0.344,0.310278,0.71627,0.344,0.310278,0.71627,0.344,0.310278,0.631976,0.368,0.263953,0.631976,0.368,0.263953,0.631976,0.368,0.263953,0.652266,0.348,0.304356,74.444444,82.222222,0,76.944444,79.166667,76.388889,78.055556,78.055556,73.888889,61.944444,57.5,73.611111,72.222222,58.611111,76.944444,50,65.555556,73.055556,76.944444,72.777778,81.388889,69.444444
0.502318,0.495468,0.001921,0.502318,0.495468,0.001921,0.502318,0.495468,0.001921,0.508879,0.495468,0.012345,0.48665,0.504532,-0.014248,0.48665,0.504532,-0.014248,0.48665,0.504532,-0.014248,0.569725,0.451662,0.096792,0.521296,0.481873,0.038097,0.521296,0.481873,0.038097,0.521296,0.481873,0.038097,0.513149,0.484894,0.026355,0.513149,0.484894,0.026355,0.513149,0.484894,0.026355,0.52274,0.475831,0.045533,52.040816,53.265306,55.204082,56.326531,54.897959,54.693878,55.102041,53.367347,55.714286,49.183673,50.204082,52.040816,52.55102,48.979592,51.530612,52.040816,50.102041,51.428571,53.367347,49.591837,51.22449,48.979592
0.842921,0.21,0.582339,0.842921,0.21,0.582339,0.842921,0.21,0.582339,0.809262,0.17,0.652209,0.820073,0.2,0.592003,0.820073,0.2,0.592003,0.820073,0.2,0.592003,0.76377,0.25,0.488543,0.731742,0.31,0.335334,0.731742,0.31,0.335334,0.731742,0.31,0.335334,0.70563,0.29,0.41009,0.70563,0.29,0.41009,0.70563,0.29,0.41009,0.620971,0.38,0.237866,81.481481,80,0,64.444444,68.148148,65.185185,71.111111,78.518519,70.37037,52.592593,71.111111,80.740741,79.259259,75.555556,72.592593,59.259259,80.740741,76.296296,78.518519,80.740741,85.185185,65.925926
0.731488,0.32,0.36,0.731488,0.32,0.36,0.731488,0.32,0.36,0.624192,0.4,0.2,0.742432,0.308,0.384,0.742432,0.308,0.384,0.742432,0.308,0.384,0.918528,0.172,0.656,0.701504,0.296,0.408,0.701504,0.296,0.408,0.701504,0.296,0.408,0.704,0.296,0.408,0.704,0.296,0.408,0.704,0.296,0.408,0.752,0.248,0.504,72.222222,82.222222,0,80.277778,85.277778,80.277778,78.055556,79.166667,80,77.5,75,70.555556,72.5,53.888889,74.444444,50,59.166667,75.833333,78.055556,72.222222,79.444444,77.777778
0.776852,0.212766,0.575812,0.776852,0.212766,0.575812,0.776852,0.212766,0.575812,0.80463,0.170213,0.664884,0.874074,0.191489,0.620628,0.874074,0.191489,0.620628,0.874074,0.191489,0.620628,0.858983,0.191489,0.610856,0.874074,0.191489,0.620628,0.874074,0.191489,0.620628,0.874074,0.191489,0.620628,0.77037,0.234043,0.530427,0.77037,0.234043,0.530427,0.77037,0.234043,0.530427,0.798148,0.234043,0.542073,90,83.333333,83.333333,81.666667,81.666667,78.333333,81.666667,81.666667,58.333333,85,86.666667,93.333333,81.666667,80,86.666667,58.333333,86.666667,86.666667,78.333333,86.666667,90,83.333333
0.996094,0.003968,0.992062,0.996094,0.003968,0.992062,0.996094,0.003968,0.992062,0.995968,0.003968,0.99206,0.996094,0.003968,0.992062,0.996094,0.003968,0.992062,0.996094,0.003968,0.992062,0.885444,0.210317,0.580053,0.995968,0.003968,0.99206,0.995968,0.003968,0.99206,0.995968,0.003968,0.99206,0.928931,0.071429,0.857215,0.928931,0.071429,0.857215,0.928931,0.071429,0.857215,0.848664,0.150794,0.698032,85.479452,75.342466,72.60274,96.712329,97.534247,94.246575,92.328767,99.726027,63.835616,85.205479,85.479452,99.726027,99.726027,99.452055,99.726027,50.684932,99.726027,99.726027,99.726027,99.452055,99.452055,98.356164
0.878944,0.144,0.708431,0.878944,0.144,0.708431,0.878944,0.144,0.708431,0.66006,0.332,0.321419,0.810685,0.178,0.642834,0.810685,0.178,0.642834,0.810685,0.178,0.642834,0.715838,0.31,0.375242,0.854535,0.194,0.611577,0.854535,0.194,0.611577,0.854535,0.194,0.611577,0.696734,0.302,0.39336,0.696734,0.302,0.39336,0.696734,0.302,0.39336,0.591583,0.4,0.185601,82.176871,69.115646,0,65.986395,69.387755,67.07483,67.482993,72.108844,64.489796,61.768707,63.265306,85.578231,85.170068,69.52381,82.993197,53.741497,68.29932,83.945578,85.034014,84.897959,86.258503,76.870748
0.488095,0.411765,0,0.488095,0.411765,0,0.488095,0.411765,0,0.669841,0.294118,0.330709,0.643651,0.352941,0.25,0.643651,0.352941,0.25,0.643651,0.352941,0.25,0.728571,0.254902,0.462287,0.570635,0.372549,0.124661,0.570635,0.372549,0.124661,0.570635,0.372549,0.124661,0.645238,0.333333,0.296837,0.645238,0.333333,0.296837,0.645238,0.333333,0.296837,0.585714,0.411765,0.167832,53.846154,58.461538,47.692308,69.230769,70.769231,69.230769,70.769231,73.846154,61.538462,64.615385,61.538462,53.846154,55.384615,47.692308,52.307692,61.538462,58.461538,55.384615,73.846154,52.307692,66.153846,58.461538
0.675833,0.34,0.273504,0.675833,0.34,0.273504,0.675833,0.34,0.273504,0.6275,0.37,0.206009,0.732292,0.3,0.375,0.732292,0.3,0.375,0.732292,0.3,0.375,0.61375,0.37,0.206009,0.62,0.37,0.155251,0.62,0.37,0.155251,0.62,0.37,0.155251,0.695833,0.29,0.393305,0.695833,0.29,0.393305,0.695833,0.29,0.393305,0.575,0.4,0.152542,64.285714,57.142857,0,58.571429,56.428571,59.285714,55,58.571429,59.285714,57.142857,60,65,64.285714,65.714286,72.142857,60.714286,60.714286,75,68.571429,67.857143,75.714286,72.857143
