@relation 'probing_nonan_noid: -C -22'

@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.REPTree numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric

@data
0.572646,0.276,0,0.702957,0.1918,0.526762,0.74637,0.0498,0.87539,0.572646,0.276,0,0.725539,0.1124,0.712368,0.725361,0.1119,0.713418,0.73396,0.0992,0.749138,0.698038,0.1975,0.533776,0.5,0.276,0,0.561978,0.2568,0.125226,0.651159,0.2216,0.310575,0.555466,0.2795,0.125933,0.614593,0.255,0.267511,0.669994,0.2172,0.421089,0.753259,0.0321,0.920118,81.0008,80.131748,73.024605,78.322738,93.082587,78.891268,78.804874,78.22193,77.500426,97.380488,97.053154,86.817515,91.921305,75.459512,92.764319,72.365905,72.365905,93.163484,94.238503,91.729746,96.785032,92.333623
0.744054,0.123894,0.342614,0.744054,0.123894,0.342614,0.744054,0.123894,0.342614,0.727599,0.146018,0.156907,0.67285,0.20354,0.24017,0.67285,0.20354,0.24017,0.67285,0.20354,0.24017,0.703279,0.230088,0.244439,0.569634,0.146018,0.156907,0.569634,0.146018,0.156907,0.569634,0.146018,0.156907,0.572177,0.230088,0.141061,0.572177,0.230088,0.141061,0.572177,0.230088,0.141061,0.643829,0.168142,0.309313,84.923077,77.846154,0,81.538462,83.384615,83.076923,85.538462,85.230769,86.153846,84.307692,83.076923,87.384615,85.538462,84.615385,81.538462,86.153846,86.153846,84,85.230769,84.615385,87.692308,80.923077
0.956533,0.066667,0.9,0.956533,0.066667,0.9,0.956533,0.066667,0.9,0.833333,0.333333,0.5,0.956533,0.066667,0.9,0.956533,0.066667,0.9,0.956533,0.066667,0.9,0.9932,0.033333,0.95,0.955,0.073333,0.89,0.955,0.073333,0.89,0.955,0.073333,0.89,0.95,0.066667,0.9,0.95,0.066667,0.9,0.95,0.066667,0.9,0.9558,0.06,0.91,94.761905,94.761905,95.238095,96.190476,97.142857,0,95.714286,95.238095,0,95.238095,94.285714,94.761905,94.285714,94.761905,95.238095,33.333333,66.666667,95.714286,95.714286,94.761905,95.238095,94.761905
0.662091,0.121951,0.291747,0.662091,0.121951,0.291747,0.662091,0.121951,0.291747,0.703563,0.121951,0.238547,0.61361,0.105691,0.426265,0.61361,0.105691,0.426265,0.61361,0.105691,0.426265,0.676706,0.178862,0.318388,0.497664,0.130081,0,0.497664,0.130081,0,0.497664,0.130081,0,0.52979,0.170732,0.073197,0.52979,0.170732,0.073197,0.52979,0.170732,0.073197,0.667348,0.113821,0.401668,77.058824,82.352941,85.294118,87.647059,91.176471,94.705882,92.941176,95.294118,91.176471,88.823529,78.823529,91.176471,91.176471,90,89.411765,91.176471,90.588235,88.235294,92.941176,91.764706,90,84.117647
0.639872,0.126482,0.102439,0.639872,0.126482,0.102439,0.639872,0.126482,0.102439,0.699607,0.114625,0.168235,0.655031,0.126482,0.290323,0.655031,0.126482,0.290323,0.655031,0.126482,0.290323,0.734738,0.181818,0.280895,0.619715,0.13834,0.180927,0.619715,0.13834,0.180927,0.619715,0.13834,0.180927,0.588414,0.181818,0.156422,0.588414,0.181818,0.156422,0.588414,0.181818,0.156422,0.567027,0.16996,0.150145,81.917808,80,76.712329,83.287671,85.479452,87.39726,89.315068,89.589041,90.410959,83.835616,84.931507,88.493151,88.219178,87.671233,87.945205,90.410959,86.027397,87.671233,89.589041,90.410959,89.315068,85.479452
0.671135,0.083207,0.191302,0.671135,0.083207,0.191302,0.671135,0.083207,0.191302,0.738632,0.078669,0,0.738458,0.089259,0.260725,0.738458,0.089259,0.260725,0.738458,0.089259,0.260725,0.756033,0.1059,0.294277,0.499589,0.078669,0,0.499589,0.078669,0,0.499589,0.078669,0,0.549829,0.11649,0.110332,0.549829,0.11649,0.110332,0.549829,0.11649,0.110332,0.61889,0.107413,0.224934,72.307692,91.487179,90.25641,92.410256,92.512821,92.923077,92.820513,93.230769,86.358974,90.871795,89.230769,93.333333,93.333333,93.128205,91.692308,92.820513,92.820513,91.179487,93.230769,92.820513,93.435897,89.230769
0.710183,0.121764,0,0.792929,0.177373,0.324215,0.574446,0.16395,0.149821,0.710183,0.121764,0,0.498031,0.121764,0,0.498031,0.121764,0,0.498031,0.121764,0,0.669132,0.511985,0.069808,0.498031,0.121764,0,0.498031,0.121764,0,0.640366,0.132311,0.126667,0.719458,0.121764,0,0.730835,0.121764,0,0.748397,0.122723,-0.001906,0.57204,0.164909,0.166786,68.129032,54.516129,20.258065,88.322581,86.516129,88,88.064516,87.935484,88.064516,85.032258,82.967742,88,87.354839,87.16129,87.225806,88.064516,88.064516,84.967742,87.935484,87.935484,88.064516,82.774194
0.576499,0.179054,0.152367,0.576499,0.179054,0.152367,0.576499,0.179054,0.152367,0.713739,0.128378,0,0.722052,0.175676,0.248731,0.722052,0.175676,0.248731,0.722052,0.175676,0.248731,0.655924,0.25,0.149953,0.5,0.128378,0,0.5,0.128378,0,0.5,0.128378,0,0.56222,0.195946,0.124439,0.56222,0.195946,0.124439,0.56222,0.195946,0.124439,0.546716,0.222973,0.085736,70.232558,78.372093,71.162791,83.023256,84.418605,87.674419,87.906977,87.44186,88.372093,77.674419,79.534884,86.976744,84.186047,86.046512,85.348837,88.372093,88.372093,83.488372,87.44186,88.372093,87.44186,80.697674
0.526859,0.134557,0.021624,0.526859,0.134557,0.021624,0.526859,0.134557,0.021624,0.652757,0.12844,0,0.674394,0.171254,0.202717,0.674394,0.171254,0.202717,0.674394,0.171254,0.202717,0.58724,0.217125,0.158347,0.499123,0.12844,0,0.499123,0.12844,0,0.499123,0.12844,0,0.530326,0.217125,0.058859,0.530326,0.217125,0.058859,0.530326,0.217125,0.058859,0.51416,0.232416,0.002408,69.684211,76.210526,48.842105,84.842105,82.947368,88,88.421053,87.157895,88.421053,77.684211,81.894737,87.578947,85.473684,86.526316,83.578947,88.421053,88.421053,83.789474,87.157895,86.947368,86.736842,81.473684
0.628516,0.170103,0.231083,0.628516,0.170103,0.231083,0.628516,0.170103,0.231083,0.643284,0.180412,0.207701,0.620429,0.231959,0.27165,0.620429,0.231959,0.27165,0.620429,0.231959,0.27165,0.670026,0.216495,0.283755,0.5,0.185567,0,0.5,0.185567,0,0.5,0.185567,0,0.588256,0.216495,0.197716,0.588256,0.216495,0.197716,0.588256,0.216495,0.197716,0.531997,0.273196,0.066122,77.090909,76.727273,77.454545,79.636364,77.818182,83.636364,84,82.545455,70.181818,74.545455,76,84.727273,82.181818,80.363636,80.363636,83.636364,84,81.818182,82.545455,83.636364,81.454545,72
0.639872,0.126482,0.102439,0.639872,0.126482,0.102439,0.639872,0.126482,0.102439,0.699607,0.114625,0.168235,0.655031,0.126482,0.290323,0.655031,0.126482,0.290323,0.655031,0.126482,0.290323,0.734738,0.181818,0.280895,0.619715,0.13834,0.180927,0.619715,0.13834,0.180927,0.619715,0.13834,0.180927,0.588414,0.181818,0.156422,0.588414,0.181818,0.156422,0.588414,0.181818,0.156422,0.567027,0.16996,0.150145,81.917808,80,76.712329,83.287671,85.479452,87.39726,89.315068,89.589041,90.410959,83.835616,84.931507,88.493151,88.219178,87.671233,87.945205,90.410959,86.027397,87.671233,89.589041,90.410959,89.315068,85.479452
0.582772,0.304,0.210701,0.582772,0.304,0.210701,0.582772,0.304,0.210701,0.613215,0.328,0.110089,0.647587,0.328,0.269631,0.647587,0.328,0.269631,0.647587,0.328,0.269631,0.672073,0.304,0.264933,0.529321,0.376,0.041442,0.529321,0.376,0.041442,0.529321,0.376,0.041442,0.692761,0.304,0.366498,0.692761,0.304,0.366498,0.692761,0.304,0.366498,0.64436,0.32,0.26815,68.571429,70.285714,71.428571,64.571429,73.142857,72,68,66.857143,34.285714,68,60.571429,66.285714,64.571429,65.142857,65.714286,65.714286,68.571429,68,66.857143,65.714286,69.142857,60.571429
0.775443,0.089362,0.169798,0.775443,0.089362,0.169798,0.775443,0.089362,0.169798,0.766992,0.086525,0,0.746958,0.093617,0.223361,0.746958,0.093617,0.223361,0.746958,0.093617,0.223361,0.765762,0.141844,0.228615,0.727306,0.08227,0.209855,0.727306,0.08227,0.209855,0.727306,0.08227,0.209855,0.594568,0.103546,0.224048,0.594568,0.103546,0.224048,0.594568,0.103546,0.224048,0.629709,0.113475,0.248701,74.92823,88.325359,88.325359,90.717703,90.526316,91.866029,91.674641,91.866029,91.866029,88.516746,88.325359,92.15311,91.291866,91.674641,90.526316,91.866029,91.866029,91.38756,91.866029,90.717703,91.961722,88.133971
0.499657,0.021477,0,0.499657,0.021477,0,0.499657,0.021477,0,0.781936,0.021477,0,0.420096,0.033557,-0.015706,0.420096,0.033557,-0.015706,0.420096,0.033557,-0.015706,0.550814,0.198658,0.00049,0.499657,0.021477,0,0.499657,0.021477,0,0.499657,0.021477,0,0.487654,0.045638,-0.023269,0.487654,0.045638,-0.023269,0.487654,0.045638,-0.023269,0.48594,0.048322,-0.024446,80.909091,93.454545,93.272727,95.363636,97.818182,98.545455,98.636364,98.636364,98.636364,96.272727,96.272727,98.636364,97.545455,98.363636,97,98.636364,98.636364,97.636364,98.636364,98.636364,98.454545,96.545455
0.750459,0.12442,0,0.757762,0.284123,0.248937,0.592939,0.172702,0.175684,0.750459,0.12442,0,0.499735,0.12442,0,0.499735,0.12442,0,0.499735,0.12442,0,0.738943,0.506035,0.101372,0.499735,0.12442,0,0.499735,0.12442,0,0.499735,0.12442,0,0.711757,0.12442,0,0.736831,0.12442,0,0.748991,0.14299,0.052565,0.573582,0.178273,0.119791,67.375,33.125,17.5,87.75,85.25,87.75,87.8125,87.4375,87.8125,83.625,83.0625,87.3125,86.5625,86.75,85,87.8125,87.8125,84.875,87.125,86.1875,87.6875,80.3125
0.833807,0.122085,0,0.820903,0.128944,0.341109,0.80954,0.133059,0.344394,0.833807,0.122085,0,0.5,0.122085,0,0.5,0.122085,0,0.856013,0.100823,0.361292,0.819186,0.168724,0.30082,0.5,0.122085,0,0.865794,0.107682,0.326688,0.859601,0.104938,0.31265,0.759972,0.122085,0,0.820521,0.122085,0,0.850279,0.122085,0,0.683515,0.14952,0.318954,74.114943,85.609195,82.298851,91.862069,89.103448,90.988506,88.827586,90.574713,86.666667,86.482759,83.908046,89.287356,88.643678,88.091954,89.701149,88.045977,88.045977,88.413793,90.574713,89.011494,91.172414,87.632184
1,0,1,1,0,1,1,0,1,0.921429,0.083333,0.833333,1,0,1,1,0,1,1,0,1,0.997714,0.041667,0.913043,0.975714,0.05,0.897727,0.975714,0.05,0.897727,0.975714,0.05,0.897727,1,0,1,1,0,1,1,0,1,1,0,1,100,95.294118,0,100,100,100,100,100,58.823529,100,100,100,100,94.705882,100,58.823529,94.705882,100,100,100,100,100
0.626027,0.821002,0.077776,0.714839,0.754061,0.16128,0.819677,0.431689,0.517593,0.595131,0.826581,0.076367,0.944947,0.382854,0.572946,0.945646,0.376003,0.580368,0.945634,0.358681,0.599419,0.767718,0.703171,0.223435,0.595131,0.826581,0.076367,0.698487,0.756802,0.146863,0.773602,0.720395,0.196612,0.613441,0.817577,0.066799,0.682682,0.795361,0.098439,0.742193,0.751713,0.162425,0.87054,0.214621,0.760307,71.690695,30.307995,0,34.901704,51.775885,0,40.642202,34.580603,0,86.592398,81.395806,64.115334,57.942333,60.144168,71.264744,13.859764,17.444299,72.40498,70.439056,67.280472,87.601573,86.513761
0.607484,0.414151,0.201093,0.664693,0.386415,0.179331,0.86556,0.133774,0.729807,0.607484,0.414151,0.201093,0.902898,0.139811,0.713983,0.913383,0.129811,0.735464,0.917256,0.126226,0.742001,0.664693,0.386415,0.179331,0.601696,0.413962,0.157279,0.70679,0.328491,0.310267,0.839081,0.210943,0.572238,0.607484,0.414151,0.201093,0.737243,0.280943,0.430311,0.829599,0.190755,0.607699,0.86556,0.133774,0.729807,70.989288,61.109011,0,55.198488,72.299937,55.198488,55.198488,55.929427,61.550095,86.565848,88.872086,75.135476,88.645243,67.838689,86.591052,55.198488,58.764965,88.695652,89.21235,88.481411,88.909893,87.132955
0.704548,0.116985,0,0.842636,0.112141,0.347247,0.654022,0.143947,0.299576,0.704548,0.116985,0,0.612377,0.1042,0.242291,0.612377,0.1042,0.242291,0.612905,0.103979,0.249448,0.859063,0.12174,0.431353,0.499953,0.116985,0,0.764845,0.113711,0.266086,0.828184,0.104731,0.397097,0.61371,0.116985,0,0.73488,0.111787,0.148847,0.79635,0.109575,0.250054,0.636344,0.131273,0.303037,88.29351,87.911504,0,90.09882,89.446903,89.579646,89.266962,90.073746,86.19764,86.821534,89.0059,89.982301,89.927729,88.452802,88.833333,88.311209,88.311209,90.244838,90.181416,89.989676,90.383481,87.654867
0.834496,0.193149,0.622064,0.952883,0.124636,0.746679,0.938258,0.061224,0.876313,0.834496,0.193149,0.622064,0.985481,0.021137,0.95718,0.985481,0.021137,0.95718,0.985481,0.021137,0.95718,0.939607,0.158892,0.676362,0.834496,0.193149,0.622064,0.9102,0.114431,0.769236,0.940097,0.074344,0.851504,0.814816,0.22449,0.562054,0.933045,0.099125,0.800525,0.976408,0.066327,0.867454,0.998688,0.001458,0.997049,91.687042,83.814181,0,98.777506,99.804401,98.484108,98.141809,98.679707,97.99511,99.657702,99.657702,93.154034,97.457213,84.645477,98.728606,55.501222,83.91198,98.337408,99.853301,97.212714,98.924205,98.581907
0.635053,0.241979,0.020631,0.635053,0.241979,0.020631,0.635053,0.241979,0.020631,0.677765,0.237968,0,0.696023,0.224599,0.326039,0.696023,0.224599,0.326039,0.696023,0.224599,0.326039,0.66678,0.244652,0.149662,0.701119,0.237968,0.174905,0.701119,0.237968,0.174905,0.701119,0.237968,0.174905,0.567805,0.287433,0.135674,0.567805,0.287433,0.135674,0.567805,0.287433,0.135674,0.604425,0.286096,0.148662,74.234234,76.936937,73.513514,78.378378,80,76.666667,76.576577,78.108108,76.576577,72.252252,75.945946,76.576577,77.207207,76.576577,78.198198,76.576577,76.576577,78.738739,79.90991,78.828829,73.513514,71.621622
0.626663,0.622642,0.229006,0.626663,0.622642,0.229006,0.626663,0.622642,0.229006,0.595891,0.641509,0.194547,0.63581,0.650943,0.215909,0.63581,0.650943,0.215909,0.63581,0.650943,0.215909,0.746088,0.566038,0.314434,0.576114,0.688679,0.144311,0.576114,0.688679,0.144311,0.576114,0.688679,0.144311,0.574033,0.707547,0.146721,0.574033,0.707547,0.146721,0.574033,0.707547,0.146721,0.619474,0.632075,0.238881,33.043478,45.217391,36.521739,39.130435,33.043478,0,39.130435,39.130435,0,33.913043,46.956522,35.652174,36.521739,24.347826,25.217391,21.73913,36.521739,28.695652,38.26087,31.304348,46.956522,35.652174
0.74853,0.547037,0.311383,0.996618,0.011759,0.985993,1,0,1,0.74853,0.547037,0.311383,1,0,1,1,0,1,1,0,1,0.990853,0.035748,0.957441,0.74853,0.547037,0.311383,0.863908,0.390875,0.516112,0.933251,0.272342,0.66888,0.778602,0.553151,0.27239,0.883863,0.428504,0.475707,0.959665,0.242239,0.706407,1,0,1,98.459069,96.340289,0,99.871589,100,0,100,100,0,100,84.430177,97.046549,100,47.929374,100,27.608347,45.906902,100,100,99.775281,100,95.345104
0.671273,0.092593,0.01918,0.671273,0.092593,0.01918,0.671273,0.092593,0.01918,0.750418,0.085185,0,0.797527,0.112963,0.221497,0.797527,0.112963,0.221497,0.797527,0.112963,0.221497,0.850995,0.112963,0.296034,0.5,0.085185,0,0.5,0.085185,0,0.5,0.085185,0,0.62181,0.114815,0.248519,0.62181,0.114815,0.248519,0.62181,0.114815,0.248519,0.516898,0.144444,0.035184,85.91195,87.421384,62.641509,89.811321,89.18239,91.069182,92.327044,90.81761,92.45283,86.792453,90.062893,92.45283,90.188679,89.18239,88.176101,92.45283,92.45283,89.685535,89.937107,90.566038,91.949686,89.056604
0.53697,0.422,0.059044,0.53697,0.422,0.059044,0.53697,0.422,0.059044,0.569943,0.39,0.132871,0.53697,0.422,0.059044,0.53697,0.422,0.059044,0.53697,0.422,0.059044,0.60743,0.396,0.15845,0.488243,0.454,-0.002296,0.488243,0.454,-0.002296,0.488243,0.454,-0.002296,0.488752,0.478,0.006485,0.488752,0.478,0.006485,0.488752,0.478,0.006485,0.535435,0.45,0.075748,60.135135,60.405405,0,55.405405,58.243243,57.567568,58.378378,61.216216,59.594595,51.756757,52.162162,61.621622,62.567568,58.783784,52.027027,58.108108,61.486486,59.189189,61.216216,56.351351,56.486486,55.540541
0.57309,0.411415,0.12924,0.601302,0.417223,0.124284,0.761791,0.235581,0.52372,0.57309,0.411415,0.12924,0.806457,0.229573,0.530979,0.821413,0.216222,0.561197,0.830512,0.202003,0.589102,0.544116,0.463485,0.111304,0.561388,0.40474,0.122626,0.653738,0.361682,0.271386,0.67528,0.326569,0.328152,0.573361,0.406542,0.148096,0.644431,0.381108,0.233065,0.678857,0.359012,0.267362,0.833195,0.163551,0.668423,67.940325,46.613226,46.492986,64.693832,54.847473,55.319528,55.136941,60.369628,55.119127,84.137163,95.836117,72.647517,82.093075,63.072812,83.081719,55.132487,59.158317,83.3222,86.688933,80.912937,92.798931,81.865954
0.89787,0.415365,0.562533,0.89787,0.415365,0.562533,0.89787,0.415365,0.562533,0.748941,0.845052,0.08398,0.877688,0.393229,0.586013,0.877688,0.393229,0.586013,0.877688,0.393229,0.586013,0.919118,0.520833,0.453015,0.910941,0.441406,0.536254,0.910941,0.441406,0.536254,0.910941,0.441406,0.536254,0.828565,0.333333,0.649334,0.828565,0.333333,0.649334,0.828565,0.333333,0.649334,0.78397,0.416667,0.561689,55.157895,50.631579,0,61.894737,61.473684,0,56.842105,64.526316,0,59.578947,66.736842,64.210526,60.631579,45.368421,66.736842,11.052632,17.368421,66.421053,66.315789,60.631579,69.789474,67.052632
0.5,0.12,0,0.5,0.12,0,0.5,0.12,0,0.456439,0.13,-0.018809,0.5,0.12,0,0.5,0.12,0,0.5,0.12,0,0.508523,0.13,-0.018809,0.5,0.12,0,0.5,0.12,0,0.5,0.12,0,0.645833,0.18,0.254967,0.645833,0.18,0.254967,0.645833,0.18,0.254967,0.543561,0.17,0.097665,92.592593,88.148148,0,89.62963,92.592593,92.592593,92.592593,92.592593,91.851852,85.185185,88.888889,92.592593,91.111111,90.37037,91.851852,92.592593,92.592593,91.111111,92.592593,92.592593,89.62963,77.777778
0.587655,0.583197,0.052421,0.621719,0.723112,0.120944,0.710846,0.47205,0.374524,0.595804,0.582543,0,0.720188,0.514547,0.230293,0.731939,0.488722,0.288295,0.739298,0.471396,0.325014,0.620497,0.834586,0.05474,0.499905,0.582543,0,0.614779,0.569794,0.037656,0.650536,0.545276,0.179144,0.596929,0.582543,0,0.630236,0.577313,0.091102,0.661686,0.55917,0.134801,0.716082,0.46355,0.386764,40.875753,17.296114,0,47.378216,51.691297,0,44.772852,47.586207,0,56.190476,57.504105,48.932677,47.192118,46.185003,54.54844,41.871921,41.795293,54.121511,54.592228,52.10728,61.050903,53.661741
0.604272,0.325901,0.147792,0.604272,0.325901,0.147792,0.604272,0.325901,0.147792,0.629664,0.286449,0,0.663908,0.28988,0.141684,0.663908,0.28988,0.141684,0.663908,0.28988,0.141684,0.715009,0.435678,0.241453,0.607972,0.303602,0.034,0.607972,0.303602,0.034,0.607972,0.303602,0.034,0.599637,0.315609,0.205157,0.599637,0.315609,0.205157,0.599637,0.315609,0.205157,0.598572,0.368782,0.17342,67.325581,54.534884,0,71.627907,70.930233,71.511628,71.511628,71.162791,71.511628,64.069767,66.046512,70.465116,68.255814,68.023256,67.674419,71.511628,71.511628,65.697674,71.162791,68.372093,71.046512,66.046512
0.785159,0.482353,0.500582,0.785159,0.482353,0.500582,0.785159,0.482353,0.500582,0.72108,0.917647,0.042703,0.782368,0.473529,0.509652,0.782368,0.473529,0.509652,0.782368,0.473529,0.509652,0.971195,0.279412,0.710615,0.859169,0.555882,0.423538,0.859169,0.555882,0.423538,0.859169,0.555882,0.423538,0.72452,0.532353,0.448798,0.72452,0.532353,0.448798,0.72452,0.532353,0.448798,0.783734,0.417647,0.567519,62.372881,72.542373,24.40678,71.525424,73.559322,0,48.135593,80,0,58.305085,66.779661,42.711864,50.847458,22.711864,62.033898,5.084746,8.474576,60,80,57.627119,75.932203,58.983051
0.719813,0.285714,0.393258,0.876748,0.325397,0.38806,0.732143,0.222222,0.481481,0.719813,0.285714,0.393258,0.723356,0.253968,0.384615,0.723356,0.253968,0.384615,0.723356,0.253968,0.384615,0.767999,0.404762,0.274882,0.625,0.309524,0.193103,0.669218,0.253968,0.4,0.669218,0.253968,0.4,0.609836,0.388889,0.169492,0.655754,0.349206,0.175,0.607568,0.34127,0.227545,0.75,0.246032,0.474576,72.571429,53.142857,0,70.857143,86.285714,82.285714,84,84.571429,68.571429,74.857143,31.428571,74.857143,77.142857,70.857143,73.714286,68.571429,63.428571,68,84.571429,66.857143,78.857143,71.428571
0.732766,0.063141,0,0.857903,0.249013,0.206482,0.637453,0.084057,0.274718,0.732766,0.063141,0,0.5,0.063141,0,0.5,0.063141,0,0.5,0.063141,0,0.821751,0.303867,0.164752,0.5,0.063141,0,0.5,0.063141,0,0.5,0.063141,0,0.675244,0.063141,0,0.744511,0.063141,0,0.781135,0.063931,0.009143,0.656687,0.079716,0.314214,73.799472,69.182058,0,93.825858,93.614776,93.878628,93.799472,94.195251,93.799472,92.480211,93.007916,93.667546,93.377309,93.667546,91.978892,93.799472,93.799472,92.031662,94.195251,93.509235,94.327177,91.503958
0.747449,0.179487,0.483776,0.747449,0.179487,0.483776,0.747449,0.179487,0.483776,0.79273,0.220513,0.25407,0.752976,0.189744,0.470148,0.752976,0.189744,0.470148,0.752976,0.189744,0.470148,0.867933,0.292308,0.407674,0.829436,0.174359,0.502252,0.829436,0.174359,0.502252,0.829436,0.174359,0.502252,0.827168,0.123077,0.663648,0.827168,0.123077,0.663648,0.827168,0.123077,0.663648,0.932894,0.076923,0.802432,80.357143,71.071429,0,84.642857,89.642857,87.857143,87.857143,85.714286,76.785714,95.714286,91.071429,81.785714,86.428571,80.357143,87.142857,76.785714,82.5,87.5,85.714286,85,92.857143,86.428571
0.740487,0.247409,0.448815,0.811871,0.240933,0.455926,0.817153,0.141192,0.650717,0.740487,0.247409,0.448815,0.784323,0.195781,0.486858,0.782639,0.190785,0.50599,0.831654,0.180422,0.545593,0.817349,0.240377,0.463385,0.744367,0.242783,0.453445,0.747711,0.236677,0.462289,0.747711,0.236677,0.462289,0.740245,0.274241,0.264716,0.798131,0.242968,0.381637,0.822708,0.236306,0.433833,0.836715,0.126758,0.687723,77.6267,76.402967,0,75.055624,79.950556,77.082818,76.823239,75.030902,76.402967,88.739184,90.568603,81.285538,84.932015,74.73424,83.300371,70.704574,75.055624,85.253399,85.52534,84.487021,90.222497,86.106304
0.5,0.285714,0,0.5,0.285714,0,0.5,0.285714,0,0.461391,0.296703,-0.021622,0.5,0.285714,0,0.5,0.285714,0,0.5,0.285714,0,0.414349,0.412088,-0.064909,0.5,0.285714,0,0.5,0.285714,0,0.5,0.285714,0,0.419231,0.516484,-0.146341,0.419231,0.516484,-0.146341,0.419231,0.516484,-0.146341,0.445784,0.478022,-0.101266,73.076923,65.384615,0,66.153846,60,73.076923,73.076923,73.076923,68.461538,64.615385,58.846154,73.076923,73.076923,60.769231,73.076923,73.076923,73.076923,73.076923,73.076923,71.538462,71.538462,55.769231
0.724642,0.980625,0.00947,0.991219,0.250625,0.746843,0.821023,0.354375,0.642045,0.724642,0.980625,0.00947,0.780809,0.60625,0.387626,0.767882,0.59,0.40404,0.748195,0.576875,0.417298,0.992446,0.20875,0.789141,0.717385,0.980625,0.00947,0.834488,0.96125,0.02904,0.866352,0.930625,0.059975,0.714539,0.98,0.010101,0.813524,0.960625,0.029672,0.847388,0.92875,0.061869,0.857323,0.2825,0.714646,76.866667,83.533333,41.266667,73.8,85.2,0,82.2,80.4,0,74.666667,78.466667,21.733333,37.6,7.066667,48.133333,1,1.933333,47.066667,81.333333,40.4,84.4,38.133333
0.695901,0.981864,0.008394,0.969524,0.350219,0.646244,0.821806,0.33521,0.661405,0.697218,0.981864,0.00838,0.774479,0.572858,0.421353,0.765198,0.555347,0.439043,0.755294,0.555347,0.439043,0.971027,0.325203,0.671512,0.698988,0.981238,0.009012,0.787624,0.964978,0.025357,0.832965,0.936836,0.053753,0.692713,0.980613,0.009658,0.783718,0.961851,0.028427,0.829201,0.929956,0.060644,0.875831,0.243902,0.753634,70.4,75.133333,49.666667,74.666667,84.2,0,80.133333,80.133333,0,81.266667,77.933333,27.666667,47,3.866667,51.6,1,2,52.933333,80.133333,40.333333,82.733333,45.333333
